erc,pr,pdsi,population,tmmx,sph,th,tmmn,elevation,NDVI,PrevFireMask,vs,FireMask
87.83699035644531,0.0,0.6328962445259094,0.8046632409095764,308.1899719238281,0.0020340560004115105,236.8892059326172,282.07928466796875,1480.0,1964.0,0.0,3.2274184226989746,0.0
87.83177947998047,0.0,0.6360039114952087,0.8046633005142212,308.243896484375,0.0020391594152897596,237.48585510253906,282.05352783203125,1464.0,1896.0,0.0,3.2397468090057373,0.0
87.84088134765625,0.0,0.6420018076896667,0.8046631813049316,308.29498291015625,0.002044069580733776,238.11614990234375,282.0318603515625,1465.0,1922.0,0.0,3.252577066421509,0.0
87.86219024658203,0.0,0.6475968956947327,6.351073741912842,308.3426513671875,0.002048769034445286,238.7722930908203,282.01458740234375,1450.0,2044.0,0.0,3.2658116817474365,0.0
87.89361572265625,0.0,0.6498912572860718,9.960763931274414,308.38616943359375,0.0020532398484647274,239.44651794433594,282.00189208984375,1428.0,2330.0,0.0,3.2793524265289307,0.0
87.93306732177734,0.0,0.6501781344413757,11.41585636138916,308.4249267578125,0.002057464560493827,240.1310577392578,281.9940185546875,1398.0,3334.0,0.0,3.2931017875671387,0.0
87.97843170166016,0.0,0.6498896479606628,27.095237731933594,308.458251953125,0.0020614254754036665,240.8181610107422,281.9912414550781,1381.0,2592.0,0.0,3.30696177482605,0.0
88.02762603759766,0.0,0.6500191688537598,41.28784942626953,308.4855041503906,0.002065104665234685,241.50003051757812,281.9937438964844,1396.0,2592.0,0.0,3.3208348751068115,0.0
88.07855224609375,0.0,0.651560366153717,18.431140899658203,308.5059814453125,0.002068484900519252,242.16891479492188,282.0018005371094,1397.0,3669.0,0.0,3.334623098373413,0.0
88.12910461425781,0.0,0.6528484225273132,6.031106472015381,308.5190734863281,0.002071548020467162,242.81703186035156,282.0156555175781,1377.0,4712.0,0.0,3.348228693008423,0.0
88.17719268798828,0.0,0.6515604853630066,9.758983612060547,308.52410888671875,0.0020742767956107855,243.43661499023438,282.0355529785156,1379.0,4302.0,0.0,3.36155366897583,0.0
88.22071838378906,0.0,0.6526305079460144,33.22203063964844,308.52044677734375,0.0020766532979905605,244.0198974609375,282.06170654296875,1390.0,3755.0,0.0,3.3745007514953613,0.0
88.2575912475586,0.0,0.6611940264701843,9.78068733215332,308.5074157714844,0.0020786600653082132,244.55911254882812,282.0943908691406,1429.0,2764.0,0.0,3.3869717121124268,0.0
88.28569793701172,0.0,0.682572603225708,3.5686721801757812,308.4843444824219,0.0020802791696041822,245.04647827148438,282.1337890625,1449.0,2671.0,0.0,3.3988687992095947,0.0
88.3029556274414,0.0,0.7266983985900879,3.7697842121124268,308.45062255859375,0.002081493381410837,245.4742431640625,282.1802062988281,1466.0,2790.0,0.0,3.4100942611694336,0.0
88.30725860595703,0.0,0.7858197689056396,3.838582992553711,308.4055480957031,0.002082284539937973,245.83462524414062,282.23382568359375,1493.0,2744.0,0.0,3.420550584793091,0.0
88.29651641845703,0.0,0.8445015549659729,4.999288558959961,308.3484802246094,0.0020826351828873158,246.11985778808594,282.294921875,1489.0,3313.0,0.0,3.4301395416259766,0.0
88.27403259277344,0.0,0.887308657169342,1.9270410537719727,308.27685546875,0.0020823818631470203,246.33120727539062,282.36724853515625,1469.0,3262.0,0.0,3.438930034637451,0.0
