vs,population,pdsi,NDVI,FireMask,tmmn,sph,erc,pr,elevation,tmmx,PrevFireMask,th
6.793209552764893,0.19832411408424377,-2.4394423961639404,2469.0,0.0,279.6602783203125,0.0029509281739592552,102.84522247314453,0.0,1767.0,302.2336730957031,0.0,235.98744201660156
6.820573806762695,0.36442428827285767,-2.4522013664245605,2562.0,0.0,279.6744384765625,0.0029572590719908476,102.78520202636719,0.0,1737.0,302.3329772949219,0.0,235.96351623535156
6.848805904388428,0.4432777166366577,-2.4670891761779785,2547.0,0.0,279.6887512207031,0.0029638074338436127,102.72392272949219,0.0,1715.0,302.4330749511719,0.0,235.93984985351562
6.877821922302246,0.15620777010917664,-2.482297897338867,2506.0,0.0,279.7027893066406,0.002970488276332617,102.66165161132812,0.0,1702.0,302.5328063964844,0.0,235.9166717529297
6.907537937164307,0.11675864458084106,-2.4959278106689453,2599.0,0.0,279.7161865234375,0.0029772173147648573,102.59864807128906,0.0,1690.0,302.6309509277344,0.0,235.89419555664062
6.937869071960449,0.10072846710681915,-2.506584882736206,2599.0,0.0,279.728515625,0.0029839095659554005,102.53518676757812,0.0,1680.0,302.726318359375,0.0,235.8726348876953
6.96873140335083,0.08237221091985703,-2.516756057739258,2380.0,0.0,279.7393798828125,0.0029904807452112436,102.4715347290039,0.0,1660.0,302.8177185058594,0.0,235.85218811035156
7.0000410079956055,0.06895501911640167,-2.5295958518981934,2406.0,0.0,279.7484130859375,0.0029968456365168095,102.407958984375,0.0,1651.0,302.9039611816406,0.0,235.83309936523438
7.031713962554932,0.05273935943841934,-2.5482585430145264,2267.0,0.0,279.75518798828125,0.0030029199551790953,102.34471893310547,0.0,1635.0,302.98382568359375,0.0,235.8155517578125
7.063665390014648,0.05877581983804703,-2.5761685371398926,2199.0,0.0,279.75927734375,0.003008618950843811,102.28209686279297,0.0,1613.0,303.0561218261719,0.0,235.79977416992188
7.09581184387207,0.04969599097967148,-2.6131949424743652,2070.0,0.0,279.7603454589844,0.0030138578731566668,102.22034454345703,0.0,1648.0,303.11968994140625,0.0,235.78598022460938
7.128683090209961,0.4810710549354553,-2.6543850898742676,2064.0,0.0,279.75787353515625,0.0030189123935997486,102.1569595336914,0.0,1625.0,303.1777648925781,0.0,235.77410888671875
7.163474082946777,0.7670148611068726,-2.694627285003662,2133.0,0.0,279.751708984375,0.0030244854278862476,102.08658599853516,0.0,1627.0,303.2392272949219,0.0,235.7636260986328
7.200010776519775,0.7670149207115173,-2.7288320064544678,2200.0,0.0,279.7423095703125,0.0030305131804198027,102.0101089477539,0.0,1586.0,303.30340576171875,0.0,235.75439453125
7.238069534301758,0.7670148611068726,-2.757568597793579,2157.0,0.0,279.73016357421875,0.0030369022861123085,101.92866516113281,0.0,1546.0,303.3692626953125,0.0,235.746337890625
7.277426242828369,0.7670149803161621,-2.7835099697113037,2157.0,0.0,279.71575927734375,0.003043560544028878,101.84339141845703,0.0,1534.0,303.4358215332031,0.0,235.73936462402344
7.3178582191467285,0.7670148611068726,-2.806448221206665,2114.0,0.0,279.6995544433594,0.0030503948219120502,101.75540161132812,0.0,1507.0,303.5020446777344,0.0,235.73338317871094
7.3591413497924805,0.7670149207115173,-2.8261749744415283,2418.0,0.0,279.68206787109375,0.0030573124531656504,101.66584014892578,0.0,1482.0,303.5669250488281,0.0,235.72830200195312
7.401051998138428,0.7670148611068726,-2.8422234058380127,2678.0,0.0,279.6637268066406,0.0030642205383628607,101.57582092285156,0.0,1468.0,303.62945556640625,0.0,235.72401428222656
7.443366527557373,0.7670148611068726,-2.8531758785247803,2609.0,0.0,279.64508056640625,0.0030710268765687943,101.48648834228516,0.0,1455.0,303.6886291503906,0.0,235.72044372558594
7.485861301422119,0.8106295466423035,-2.860668420791626,2327.0,0.0,279.62652587890625,0.003077638102695346,101.39895629882812,0.0,1424.0,303.743408203125,0.0,235.71749877929688
7.528313159942627,1.4013041257858276,-2.866901159286499,2561.0,0.0,279.608642578125,0.003083961782976985,101.31436157226562,0.0,1386.0,303.7928161621094,0.0,235.715087890625
7.570498466491699,4.427529335021973,-2.8740742206573486,3503.0,0.0,279.591796875,0.0030899050179868937,101.23383331298828,0.0,1368.0,303.8358154296875,0.0,235.71311950683594
7.612193584442139,25.42730712890625,-2.884687900543213,2451.0,0.0,279.5765686035156,0.0030953751411288977,101.15850830078125,0.0,1369.0,303.87139892578125,0.0,235.71148681640625
7.65317440032959,6.936101913452148,-2.89831280708313,2268.0,0.0,279.5633850097656,0.0031002794858068228,101.0895004272461,0.0,1392.0,303.8985290527344,0.0,235.71011352539062
7.693217754364014,1.1158766746520996,-2.911158561706543,2044.0,0.0,279.5527648925781,0.003104525152593851,101.02794647216797,0.0,1400.0,303.9162292480469,0.0,235.70889282226562
7.732100009918213,0.11848906427621841,-2.9193737506866455,2044.0,0.0,279.5451354980469,0.0031080192420631647,100.97496795654297,0.0,1416.0,303.9234924316406,0.0,235.70774841308594
7.76959753036499,0.1161816194653511,-2.919123888015747,1860.0,0.0,279.541015625,0.003110669320449233,100.93170928955078,0.0,1448.0,303.9192810058594,0.0,235.7065887451172
7.805487155914307,0.04769662022590637,-2.908991813659668,1805.0,0.0,279.5408630371094,0.0031123824883252382,100.89928436279297,0.0,1449.0,303.902587890625,0.0,235.705322265625
7.839544773101807,0.04067644476890564,-2.8918416500091553,1853.0,0.0,279.545166015625,0.003113066079095006,100.87883758544922,0.0,1467.0,303.8724060058594,0.0,235.70384216308594
7.871546745300293,0.04067644476890564,-2.8708956241607666,1938.0,0.0,279.5544128417969,0.003112626960501075,100.8714828491211,0.0,1488.0,303.82769775390625,0.0,235.7020721435547
7.901614189147949,0.04067644476890564,-2.8493759632110596,2031.0,0.0,279.569091796875,0.0031108830589801073,100.88031768798828,0.0,1535.0,303.76611328125,0.0,235.70016479492188
7.930434703826904,0.04067644476890564,-2.8296279907226562,2122.0,0.0,279.5891418457031,0.0031076695304363966,100.90904235839844,0.0,1620.0,303.6850891113281,0.0,235.6986083984375
7.958098411560059,0.04067645221948624,-2.809037685394287,2213.0,0.0,279.6140441894531,0.003103123977780342,100.9555892944336,0.0,1757.0,303.5863037109375,0.0,235.69741821289062
7.984670162200928,0.04067644476890564,-2.78764271736145,2651.0,0.0,279.6432800292969,0.0030973926186561584,101.01774597167969,0.0,1775.0,303.4715270996094,0.0,235.69656372070312
8.010215759277344,0.04067644476890564,-2.766129493713379,2577.0,0.0,279.6763610839844,0.003090621903538704,101.0932846069336,0.0,1780.0,303.34259033203125,0.0,235.69598388671875
8.03480052947998,0.04067644476890564,-2.7451846599578857,2577.0,0.0,279.71270751953125,0.003082958050072193,101.17996215820312,0.0,1780.0,303.2012634277344,0.0,235.69566345214844
8.058490753173828,0.04067644476890564,-2.7246768474578857,2293.0,0.0,279.7518615722656,0.0030745475087314844,101.27556610107422,0.0,1793.0,303.04937744140625,0.0,235.69558715820312
8.081350326538086,0.04067644476890564,-2.7040116786956787,2726.0,0.0,279.79327392578125,0.0030655364971607924,101.37786102294922,0.0,1706.0,302.888671875,0.0,235.69570922851562
8.103445053100586,0.04067645221948624,-2.683846950531006,2569.0,0.0,279.83642578125,0.0030560714658349752,101.48462677001953,0.0,1677.0,302.72100830078125,0.0,235.6959991455078
8.124841690063477,0.07166330516338348,-2.6648547649383545,2806.0,0.0,279.88079833984375,0.0030462988652288914,101.5936279296875,0.0,1749.0,302.54815673828125,0.0,235.69642639160156
8.145604133605957,0.24874351918697357,-2.647824764251709,3233.0,0.0,279.9259033203125,0.0030363646801561117,101.70262908935547,0.0,1761.0,302.3719177246094,0.0,235.69696044921875
8.165797233581543,0.3819977045059204,-2.6350810527801514,3537.0,0.0,279.9711608886719,0.003026415593922138,101.80941772460938,0.0,1764.0,302.1940612792969,0.0,235.69757080078125
8.1854887008667,0.4752371311187744,-2.62469744682312,2874.0,0.0,280.01611328125,0.003016597591340542,101.91175842285156,0.0,1773.0,302.01641845703125,0.0,235.69822692871094
8.204742431640625,0.5770552158355713,-2.613217353820801,3514.0,0.0,280.0602111816406,0.0030070573557168245,102.00743103027344,0.0,1665.0,301.8407897949219,0.0,235.69891357421875
8.223623275756836,0.062466781586408615,-2.597184658050537,3399.0,0.0,280.1029357910156,0.0029979408718645573,102.09419250488281,0.0,1659.0,301.6689453125,0.0,235.69956970214844
8.24219799041748,0.037810951471328735,-2.5742764472961426,2891.0,0.0,280.1437683105469,0.002989394823089242,102.1698226928711,0.0,1761.0,301.5027160644531,0.0,235.7001953125
8.260531425476074,0.037810951471328735,-2.5470476150512695,2891.0,0.0,280.18218994140625,0.0029815654270350933,102.23210144042969,0.0,1798.0,301.3438415527344,0.0,235.70074462890625
8.27868938446045,0.037810955196619034,-2.515782356262207,2910.0,0.0,280.21771240234375,0.002974598901346326,102.2787857055664,0.0,1781.0,301.1941833496094,0.0,235.70118713378906
8.296735763549805,0.037810955196619034,-2.4803683757781982,3372.0,0.0,280.249755859375,0.002968641696497798,102.30766296386719,0.0,1764.0,301.0555114746094,0.0,235.7014923095703
8.314738273620605,0.037810955196619034,-2.440694570541382,3421.0,0.0,280.2778625488281,0.002963840262964368,102.31649017333984,0.0,1781.0,300.92962646484375,0.0,235.70162963867188
8.332106590270996,0.037810951471328735,-2.391232490539551,3875.0,0.0,280.3018493652344,0.0029600923880934715,102.30538177490234,0.0,1821.0,300.8140869140625,0.0,235.70162963867188
8.347575187683105,0.037810951471328735,-2.33199143409729,4081.0,0.0,280.32244873046875,0.0029569047037512064,102.27906036376953,0.0,1840.0,300.7005615234375,0.0,235.70162963867188
8.361352920532227,0.037810951471328735,-2.2726035118103027,4321.0,0.0,280.3401184082031,0.0029542280826717615,102.23890686035156,0.0,1871.0,300.58892822265625,0.0,235.70162963867188
8.373703956604004,0.03781095892190933,-2.222708225250244,4185.0,0.0,280.35516357421875,0.0029520310927182436,102.18612670898438,0.0,1900.0,300.47943115234375,0.0,235.70162963867188
8.384893417358398,0.037810951471328735,-2.1913397312164307,4002.0,0.0,280.3680114746094,0.0029502823017537594,102.12193298339844,0.0,1945.0,300.37225341796875,0.0,235.70162963867188
8.395183563232422,0.037810955196619034,-2.1762425899505615,5781.0,0.0,280.3790283203125,0.0029489509761333466,102.04753875732422,0.0,2124.0,300.2677001953125,0.0,235.70162963867188
8.404839515686035,0.037810951471328735,-2.1725635528564453,5781.0,0.0,280.3885803222656,0.002948005683720112,101.96417236328125,0.0,2235.0,300.1658935546875,0.0,235.70162963867188
8.41412353515625,0.037810951471328735,-2.177008867263794,5965.0,0.0,280.3970031738281,0.0029474154580384493,101.87303161621094,0.0,2249.0,300.067138671875,0.0,235.70162963867188
8.423299789428711,0.037810951471328735,-2.1862845420837402,5510.0,0.0,280.4047546386719,0.002947148634120822,101.77533721923828,0.0,2296.0,299.97161865234375,0.0,235.70162963867188
8.432632446289062,0.03781095892190933,-2.200166940689087,5117.0,0.0,280.412109375,0.0029471744783222675,101.67230987548828,0.0,2312.0,299.8795471191406,0.0,235.70162963867188
8.44238567352295,0.037810951471328735,-2.223585844039917,5463.0,0.0,280.4195251464844,0.0029474615585058928,101.5651626586914,0.0,2279.0,299.79119873046875,0.0,235.70162963867188
