pr,FireMask,sph,pdsi,th,erc,vs,PrevFireMask,NDVI,population,elevation,tmmx,tmmn
0.6291406750679016,0.0,0.013987574726343155,4.485564708709717,235.7866973876953,32.18852615356445,1.4528744220733643,0.0,8237.0,75.63383483886719,295.0,306.244140625,292.9819641113281
0.6416082382202148,0.0,0.013990344479680061,4.538633823394775,235.98329162597656,32.19904327392578,1.457788109779358,0.0,8180.0,18.180328369140625,299.0,306.2677917480469,292.9876708984375
0.6574140191078186,0.0,0.013992992229759693,4.595878601074219,236.2025909423828,32.216861724853516,1.4625113010406494,0.0,7968.0,21.140140533447266,313.0,306.2927551269531,292.9964904785156
0.6783250570297241,0.0,0.013996136374771595,4.657447814941406,236.4413604736328,32.243648529052734,1.466826319694519,0.0,7450.0,17.1323299407959,303.0,306.3200988769531,293.00958251953125
0.7036880850791931,0.0,0.01399968471378088,4.717845439910889,236.69883728027344,32.279022216796875,1.4707947969436646,0.0,7450.0,7.393585205078125,303.0,306.34954833984375,293.0264587402344
0.7327691912651062,0.0,0.014003519900143147,4.771484375,236.97434997558594,32.322513580322266,1.4744881391525269,0.0,8259.0,20.383621215820312,304.0,306.38092041015625,293.046630859375
0.7648341655731201,0.0,0.014007527381181717,4.8130574226379395,237.26722717285156,32.373661041259766,1.4779775142669678,0.0,7523.0,554.181396484375,291.0,306.4139404296875,293.0695495605469
0.7991490960121155,0.0,0.01401158794760704,4.847337245941162,237.57681274414062,32.432003021240234,1.4813342094421387,0.0,6996.0,267.12652587890625,298.0,306.4483642578125,293.0947570800781
0.8349799513816833,0.0,0.014015586115419865,4.874913215637207,237.90243530273438,32.497066497802734,1.48462975025177,0.0,7899.0,39.7125358581543,285.0,306.4839782714844,293.1217041015625
0.87159264087677,0.0,0.014019405469298363,4.891493797302246,238.243408203125,32.568397521972656,1.487935185432434,0.0,8829.0,32.259368896484375,309.0,306.5205383300781,293.14984130859375
0.9082531332969666,0.0,0.014022927731275558,4.892786502838135,238.59910583496094,32.64552688598633,1.4913220405578613,0.0,8829.0,20.992231369018555,310.0,306.55780029296875,293.1787109375
0.9442274570465088,0.0,0.014026038348674774,4.8744730949401855,238.9688262939453,32.727996826171875,1.4948616027832031,0.0,7338.0,29.609086990356445,309.0,306.59552001953125,293.207763671875
0.978781521320343,0.0,0.014028618112206459,4.836098670959473,239.35189819335938,32.81533432006836,1.4986250400543213,0.0,6323.0,33.09723663330078,327.0,306.6334533691406,293.2364807128906
1.011181354522705,0.0,0.014030552469193935,4.782899856567383,239.74769592285156,32.907081604003906,1.5026836395263672,0.0,6416.0,43.29017639160156,344.0,306.6713562011719,293.2643737792969
1.0406928062438965,0.0,0.014031724072992802,4.720458030700684,240.15550231933594,33.00277328491211,1.5071089267730713,0.0,6967.0,46.59611129760742,352.0,306.7090148925781,293.2909240722656
1.0665819644927979,0.0,0.014032015576958656,4.654355525970459,240.57467651367188,33.10194778442383,1.5119719505310059,0.0,8054.0,31.990581512451172,327.0,306.74615478515625,293.3155822753906
1.0881147384643555,0.0,0.014031309634447098,4.579381942749023,241.0045623779297,33.204139709472656,1.5173442363739014,0.0,8054.0,37.8224983215332,314.0,306.7825622558594,293.33782958984375
1.1045571565628052,0.0,0.014029491692781448,4.490406036376953,241.4444580078125,33.30888366699219,1.5232970714569092,0.0,8030.0,114.00498962402344,311.0,306.8179931640625,293.3572082519531
1.1151751279830933,0.0,0.014026443473994732,4.399791717529297,241.8937225341797,33.41571807861328,1.5299016237258911,0.0,8534.0,75.29466247558594,308.0,306.8521728515625,293.3731384277344
1.119234561920166,0.0,0.014022047631442547,4.320003032684326,242.3516845703125,33.52417755126953,1.5372291803359985,0.0,8747.0,31.125778198242188,321.0,306.8848876953125,293.3851623535156
1.1160016059875488,0.0,0.014016188681125641,4.262945175170898,242.8176727294922,33.6338005065918,1.545351266860962,0.0,7740.0,40.69181823730469,341.0,306.9159240722656,293.3927001953125
1.1047420501708984,0.0,0.014008750207722187,4.22634744644165,243.29103088378906,33.74412155151367,1.554339051246643,0.0,7740.0,70.29248046875,337.0,306.94500732421875,293.3952941894531
1.0842105150222778,0.0,0.013999643735587597,4.203852653503418,243.7816925048828,33.85877227783203,1.5643500089645386,0.0,8235.0,56.04502868652344,325.0,306.9736633300781,293.3932800292969
1.053493618965149,0.0,0.013988938182592392,4.191521167755127,244.3102264404297,33.985694885253906,1.5755436420440674,0.0,7215.0,49.749813079833984,317.0,307.00537109375,293.38836669921875
1.0135923624038696,0.0,0.013976745307445526,4.1854119300842285,244.872802734375,34.12363052368164,1.5878069400787354,0.0,8439.0,48.23813247680664,289.0,307.0395812988281,293.3807678222656
0.9655620455741882,0.0,0.013963175937533379,4.186643600463867,245.46469116210938,34.27098083496094,1.6010185480117798,0.0,6550.0,64.53898620605469,277.0,307.0757141113281,293.3705749511719
0.9104582071304321,0.0,0.013948341831564903,4.205199241638184,246.08116149902344,34.4261589050293,1.6150574684143066,0.0,6133.0,305.18719482421875,257.0,307.113037109375,293.35791015625
0.8493362665176392,0.0,0.01393235381692648,4.229466438293457,246.71754455566406,34.58756637573242,1.6298021078109741,0.0,6133.0,197.7642822265625,261.0,307.1509704589844,293.3428955078125
0.7832517027854919,0.0,0.01391532365232706,4.245996952056885,247.36907958984375,34.75360870361328,1.6451314687728882,0.0,6779.0,538.8853149414062,270.0,307.1888427734375,293.32562255859375
0.7132599949836731,0.0,0.013897361233830452,4.241340637207031,248.0310821533203,34.92269515991211,1.6609243154525757,0.0,6091.0,839.2198486328125,249.0,307.22601318359375,293.3061828613281
0.6404165029525757,0.0,0.013878578320145607,4.214471340179443,248.69882202148438,35.093231201171875,1.6770591735839844,0.0,6519.0,900.445068359375,278.0,307.2618103027344,293.2846984863281
