elevation,sph,th,pdsi,FireMask,population,NDVI,pr,erc,PrevFireMask,vs,tmmn,tmmx
3571.0,0.0020459615625441074,255.7708282470703,-3.8191823959350586,0.0,0.008791415020823479,1890.0,0.0037629047874361277,50.68467330932617,0.0,5.7024617195129395,262.4273986816406,277.1941833496094
3317.0,0.00204531685449183,256.6796875,-3.8479220867156982,0.0,0.008791416883468628,1890.0,0.0034141524229198694,50.69281005859375,0.0,5.715550899505615,262.46881103515625,277.2043762207031
3375.0,0.0020443906541913748,257.3016357421875,-3.85246205329895,0.0,0.008791416883468628,3193.0,0.003089417004957795,50.7138671875,0.0,5.725311756134033,262.51953125,277.21875
3231.0,0.002043210668489337,257.668212890625,-3.8258392810821533,0.0,0.008830361068248749,3668.0,0.0027861671987921,50.746761322021484,0.0,5.732054233551025,262.5786437988281,277.23687744140625
3002.0,0.0020418092608451843,257.81134033203125,-3.77335786819458,0.0,0.05145128816366196,4075.0,0.0025033752899616957,50.790218353271484,0.0,5.73607873916626,262.6451416015625,277.25830078125
2993.0,0.0020402190275490284,257.7629699707031,-3.704585075378418,0.0,0.06160824000835419,3953.0,0.002240014262497425,50.842960357666016,0.0,5.737687587738037,262.7180480957031,277.2826232910156
2929.0,0.0020384727977216244,257.55499267578125,-3.629091501235962,0.0,0.2927170395851135,3694.0,0.0019950566347688437,50.903717041015625,0.0,5.737181186676025,262.7963562011719,277.3093566894531
2947.0,0.002036602469161153,257.21929931640625,-3.5562729835510254,0.0,0.2931492328643799,3592.0,0.001767475507222116,50.97121047973633,0.0,5.734861850738525,262.87908935546875,277.3381042480469
2927.0,0.0020346406381577253,256.787841796875,-3.487873077392578,0.0,0.29469889402389526,3592.0,0.0015562433982267976,51.044166564941406,0.0,5.731030464172363,262.9652404785156,277.3683776855469
2945.0,0.002032620133832097,256.2925109863281,-3.416412115097046,0.0,0.3666061758995056,3639.0,0.0013603331753984094,51.121307373046875,0.0,5.725988388061523,263.0538635253906,277.39971923828125
2923.0,0.002030573319643736,255.76519775390625,-3.334022283554077,0.0,0.33210939168930054,3291.0,0.0011787173571065068,51.20136642456055,0.0,5.720037460327148,263.1438903808594,277.4317321777344
2924.0,0.002028532326221466,255.2378692626953,-3.2328364849090576,0.0,0.39993810653686523,2663.0,0.001010368810966611,51.283058166503906,0.0,5.7134785652160645,263.2344055175781,277.4639587402344
2900.0,0.0020265302155166864,254.7423858642578,-3.0875725746154785,0.0,0.40838468074798584,4533.0,0.0008542604045942426,51.365116119384766,0.0,5.706613540649414,263.3243408203125,277.49591064453125
2830.0,0.0020245988853275776,254.31069946289062,-2.866358995437622,0.0,0.392364501953125,3825.0,0.0007093646563589573,51.44626235961914,0.0,5.699743270874023,263.41278076171875,277.5272216796875
2797.0,0.0020227711647748947,253.97470092773438,-2.6352505683898926,0.0,0.2756129801273346,3407.0,0.000574654433876276,51.52522277832031,0.0,5.693169593811035,263.4986877441406,277.557373046875
2716.0,0.0020210796501487494,253.76629638671875,-2.467144250869751,0.0,24.814626693725586,3407.0,0.0004491024883463979,51.6007194519043,0.0,5.687193870544434,263.5810852050781,277.5859680175781
2718.0,0.0020195564720779657,253.71742248535156,-2.4349398612976074,0.0,0.46903756260871887,2863.0,0.0003316815127618611,51.67148208618164,0.0,5.682116985321045,263.6589660644531,277.612548828125
3031.0,0.002018234459683299,253.8599853515625,-2.605081081390381,0.0,0.37273162603378296,2687.0,0.00022136424377094954,51.736236572265625,0.0,5.678240776062012,263.73138427734375,277.63665771484375
3110.0,0.0020171457435935736,254.22589111328125,-2.9259536266326904,0.0,0.3727315366268158,2699.0,0.00011712345440173522,51.793701171875,0.0,5.675867080688477,263.79730224609375,277.6578369140625
3090.0,0.0020163231529295444,254.84706115722656,-3.2945961952209473,0.0,0.3727315664291382,3233.0,1.7931874026544392e-05,51.84260940551758,0.0,5.675296306610107,263.8557434082031,277.6756896972656
3147.0,0.0020157990511506796,255.75538635253906,-3.6080472469329834,0.0,0.3727315664291382,3714.0,-7.723776070633903e-05,51.88167953491211,0.0,5.676830768585205,263.90570068359375,277.68975830078125
3274.0,0.0020155906677246094,256.9888610839844,-3.7720465660095215,0.0,0.3727315068244934,3714.0,-0.00016428629169240594,51.913475036621094,0.0,5.680190086364746,263.9477844238281,277.7012939453125
3394.0,0.0020156654063612223,258.555908203125,-3.818697690963745,0.0,0.3727315664291382,3762.0,-0.00023321667686104774,51.94551086425781,0.0,5.684224605560303,263.985107421875,277.71368408203125
3643.0,0.0020159955602139235,260.41998291015625,-3.7960093021392822,0.0,0.3727315664291382,1566.0,-0.00028513508732430637,51.97751235961914,0.0,5.68886137008667,264.0180358886719,277.7266540527344
3829.0,0.002016553422436118,262.5434875488281,-3.7358126640319824,0.0,0.3727315366268158,245.0,-0.00032155492226593196,52.00888442993164,-1.0,5.694072246551514,264.046875,277.73980712890625
3738.0,0.002017311519011855,264.8887939453125,-3.6699390411376953,0.0,0.3727315664291382,1328.0,-0.00034398952266201377,52.0390510559082,-1.0,5.699828624725342,264.0718994140625,277.75274658203125
3595.0,0.0020182430744171143,267.4183654785156,-3.6105189323425293,0.0,0.37273162603378296,3485.0,-0.00035395228769630194,52.06742477416992,0.0,5.706101894378662,264.09332275390625,277.76507568359375
3498.0,0.002019320148974657,270.09454345703125,-3.5286643505096436,0.0,0.3727315068244934,3563.0,-0.0003529565583448857,52.09342956542969,0.0,5.712863922119141,264.1114196777344,277.7763671875
3379.0,0.002020515501499176,272.8797302246094,-3.434624433517456,0.0,0.3727315366268158,3563.0,-0.00034251573379151523,52.11647033691406,0.0,5.720085144042969,264.1264953613281,277.7862548828125
3279.0,0.0020218021236360073,275.7363586425781,-3.3410496711730957,0.0,0.3727315068244934,3994.0,-0.00032414315501227975,52.1359748840332,0.0,5.7277374267578125,264.1388244628906,277.7943115234375
3193.0,0.0020231520757079124,278.6268005371094,-3.2604873180389404,0.0,0.1699983924627304,3035.0,-0.00029935225029475987,52.1513557434082,0.0,5.73579216003418,264.14862060546875,277.8001708984375
3148.0,0.0020245385821908712,281.5134582519531,-3.1898765563964844,0.0,0.02904418855905533,3752.0,-0.0002696563315112144,52.16202926635742,0.0,5.744220733642578,264.1562194824219,277.8033752441406
3092.0,0.002025933936238289,284.3587646484375,-3.1232898235321045,0.0,0.0,4175.0,-0.0002365687832934782,52.167415618896484,0.0,5.752994537353516,264.1618347167969,277.8035583496094
3140.0,0.002027310663834214,287.1250915527344,-3.0629234313964844,0.0,0.0,4023.0,-0.00020160300482530147,52.166927337646484,0.0,5.762084484100342,264.1657409667969,277.80035400390625
3170.0,0.0020286417566239834,289.77484130859375,-3.0109734535217285,0.0,0.0,4440.0,-0.00016627233708277345,52.15998077392578,0.0,5.771462917327881,264.168212890625,277.79327392578125
3247.0,0.0020298997405916452,292.2704162597656,-2.9676835536956787,0.0,0.0,4440.0,-0.00013209016469772905,52.14599609375,0.0,5.781100273132324,264.1695251464844,277.7820129394531
3276.0,0.002031056908890605,294.57421875,-2.924227714538574,0.0,0.0,5039.0,-0.00010056986502604559,52.1243896484375,0.0,5.790968418121338,264.1699523925781,277.7660827636719
3146.0,0.0020320864859968424,296.6486511230469,-2.8882079124450684,0.0,0.0,4399.0,-7.322480087168515e-05,52.09457778930664,0.0,5.80103874206543,264.16973876953125,277.7451477050781
3103.0,0.002032960532233119,298.45611572265625,-2.8704349994659424,0.0,0.0,4904.0,-5.156834959052503e-05,52.055973052978516,0.0,5.811282634735107,264.169189453125,277.71881103515625
3109.0,0.002033652039244771,299.958984375,-2.8817198276519775,0.0,0.0,5229.0,-3.711387762450613e-05,52.007999420166016,0.0,5.821671485900879,264.16851806640625,277.6866149902344
3097.0,0.002034133765846491,301.11968994140625,-2.9325191974639893,0.0,0.0,4574.0,-3.137475869152695e-05,51.9500732421875,0.0,5.832176208496094,264.16802978515625,277.648193359375
3151.0,0.002034288365393877,301.93212890625,-3.018963575363159,0.0,0.0,4574.0,-3.2927033316809684e-05,51.87681579589844,0.0,5.843601703643799,264.1656494140625,277.59967041015625
3220.0,0.002033946104347706,302.46087646484375,-3.126572608947754,0.0,0.0,4437.0,-3.594992449507117e-05,51.779056549072266,0.0,5.857559680938721,264.15673828125,277.534423828125
3193.0,0.002033174503594637,302.732421875,-3.2407422065734863,0.0,0.0,3967.0,-4.009270924143493e-05,51.65946578979492,0.0,5.873722076416016,264.1420593261719,277.45440673828125
3050.0,0.002032049000263214,302.77130126953125,-3.3475723266601562,0.0,0.0,4886.0,-4.522259041550569e-05,51.52112579345703,0.0,5.891694068908691,264.1225280761719,277.36175537109375
2970.0,0.0020306447986513376,302.60205078125,-3.461031436920166,0.0,0.0,5055.0,-5.120676723890938e-05,51.36711502075195,0.0,5.911079406738281,264.09906005859375,277.25872802734375
3032.0,0.002029037568718195,302.2491760253906,-3.5820724964141846,0.0,0.0,3898.0,-5.791244620922953e-05,51.20051574707031,0.0,5.931482791900635,264.0726013183594,277.1474609375
3157.0,0.0020273025147616863,301.7372741699219,-3.6969780921936035,0.0,0.0,3242.0,-6.520682654809207e-05,51.0244140625,0.0,5.952508926391602,264.04400634765625,277.03021240234375
3295.0,0.0020255150739103556,301.0907897949219,-3.7920312881469727,0.0,0.0,3242.0,-7.295710383914411e-05,50.841880798339844,0.0,5.973762035369873,264.0142517089844,276.9091796875
3506.0,0.00202375091612339,300.3343200683594,-3.856083631515503,0.0,0.0,3402.0,-8.10304845799692e-05,50.656005859375,0.0,5.994846343994141,263.9842529296875,276.78656005859375
3439.0,0.0020220852456986904,299.49237060546875,-3.895764112472534,0.0,0.0,1966.0,-8.929417526815087e-05,50.46986389160156,0.0,6.015366554260254,263.95489501953125,276.66455078125
3250.0,0.0020205934997648,298.5894775390625,-3.9167606830596924,0.0,0.0,2345.0,-9.761536784935743e-05,50.28654098510742,0.0,6.034926891326904,263.9271240234375,276.54534912109375
3155.0,0.002019351115450263,297.650146484375,-3.9235494136810303,0.0,0.0,3702.0,-0.00010586126882117242,50.10911178588867,0.0,6.053131580352783,263.9018249511719,276.43115234375
3227.0,0.002018433529883623,296.6989440917969,-3.9206058979034424,0.0,0.0,2882.0,-0.00011389908468117937,49.9406623840332,0.0,6.06958532333374,263.8799743652344,276.3241882324219
3370.0,0.0020179161801934242,295.7603759765625,-3.896728515625,0.0,0.0,2882.0,-0.00012159600737504661,49.78427505493164,0.0,6.083892822265625,263.8624572753906,276.22662353515625
3549.0,0.0020178742706775665,294.8590087890625,-3.845703601837158,0.0,0.0,2045.0,-0.00012881924340035766,49.64302444458008,0.0,6.095657825469971,263.8501892089844,276.14068603515625
3743.0,0.0020183834712952375,294.0193176269531,-3.7915897369384766,0.0,0.0,985.0,-0.00013543598470278084,49.51999282836914,0.0,6.104485034942627,263.8441162109375,276.068603515625
4031.0,0.002019519219174981,293.265869140625,-3.758660078048706,0.0,0.0,118.0,-0.0001413134450558573,49.41826629638672,0.0,6.109978675842285,263.8451232910156,276.01251220703125
4090.0,0.0020213567186146975,292.6231689453125,-3.7715446949005127,0.0,0.0,192.0,-0.0001463188382331282,49.34092330932617,-1.0,6.111743450164795,263.8541259765625,275.97467041015625
4080.0,0.0020239714067429304,292.11578369140625,-3.846046209335327,0.0,0.0,357.0,-0.00015031933435238898,49.29104232788086,0.0,6.109384059906006,263.8721008300781,275.957275390625
3819.0,0.0020274389535188675,291.7682189941406,-3.9559853076934814,0.0,0.0,413.0,-0.00015318214718718082,49.271705627441406,0.0,6.102504253387451,263.89990234375,275.9624938964844
3675.0,0.002031899057328701,291.5566101074219,-4.067131042480469,0.0,0.0,413.0,-0.00015487683413084596,49.28383255004883,0.0,6.091081619262695,263.9393310546875,275.99249267578125
3607.0,0.0020374690648168325,291.38494873046875,-4.145252704620361,0.0,0.0,1058.0,-0.000155614223331213,49.322940826416016,0.0,6.075876712799072,263.99200439453125,276.0469665527344
3548.0,0.0020440411753952503,291.2479553222656,-4.161927700042725,0.0,0.0,1670.0,-0.00015549178351648152,49.38667678833008,0.0,6.057149887084961,264.0564880371094,276.12359619140625
3569.0,0.002049923874437809,255.6826629638672,-3.7969069480895996,0.0,0.008791415952146053,2843.0,0.008076868019998074,50.564208984375,0.0,5.671261787414551,262.4647216796875,277.1978759765625
3453.0,0.002048973459750414,256.6196594238281,-3.8389716148376465,0.0,0.008791415020823479,1835.0,0.007581300567835569,50.56658935546875,0.0,5.684514045715332,262.5027160644531,277.20294189453125
3633.0,0.002047809073701501,257.2637023925781,-3.853924036026001,0.0,0.008791415020823479,2011.0,0.00708292331546545,50.58317947387695,0.0,5.694420337677002,262.550537109375,277.2130432128906
3450.0,0.0020464519038796425,257.64697265625,-3.8340601921081543,0.0,0.008791416883468628,2011.0,0.006581802852451801,50.61277770996094,0.0,5.701291561126709,262.60723876953125,277.2276611328125
3328.0,0.002044929191470146,257.80194091796875,-3.7866709232330322,0.0,0.008791415952146053,3976.0,0.006080036051571369,50.654022216796875,0.0,5.705430030822754,262.6717834472656,277.2463073730469
3329.0,0.002043267711997032,257.7609558105469,-3.7215628623962402,0.0,0.008751308545470238,3483.0,0.005579718388617039,50.70555114746094,0.0,5.707139492034912,262.7431335449219,277.26849365234375
3062.0,0.0020414949394762516,257.55645751953125,-3.648534059524536,0.0,0.4577409029006958,4044.0,0.005082946736365557,50.765995025634766,0.0,5.706721782684326,262.8202819824219,277.2937316894531
3193.0,0.0020396378822624683,257.2208557128906,-3.5773885250091553,0.0,0.5378954410552979,3906.0,0.004591817036271095,50.83399963378906,0.0,5.704480171203613,262.9022216796875,277.3215026855469
3173.0,0.00203772378154099,256.7865295410156,-3.5122499465942383,0.0,0.5378954410552979,3176.0,0.004108425695449114,50.9081916809082,0.0,5.700717926025391,262.9878845214844,277.3513488769531
3339.0,0.0020357798784971237,256.28594970703125,-3.443753480911255,0.0,0.5378954410552979,3182.0,0.0036348686553537846,50.987213134765625,0.0,5.695736885070801,263.0762634277344,277.3827209472656
3284.0,0.00203383294865489,255.75148010253906,-3.3607099056243896,0.0,0.5378954410552979,3182.0,0.003173242788761854,51.069698333740234,0.0,5.689840793609619,263.1663513183594,277.4151611328125
3179.0,0.0020319102331995964,255.2155303955078,-3.251929998397827,0.0,0.5378954410552979,3583.0,0.0027256435714662075,51.1542854309082,0.0,5.6833319664001465,263.25714111328125,277.4481506347656
3203.0,0.002030039206147194,254.7105255126953,-3.0865750312805176,0.0,0.5378954410552979,3880.0,0.0022941678762435913,51.2396125793457,0.0,5.676513671875,263.3475646972656,277.481201171875
3166.0,0.0020282468758523464,254.26885986328125,-2.8287999629974365,0.0,0.5378954410552979,4109.0,0.001880911528132856,51.324310302734375,0.0,5.669687747955322,263.4366149902344,277.5138244628906
3081.0,0.002026560017839074,253.92295837402344,-2.5560898780822754,0.0,0.5378955602645874,3612.0,0.0014879709342494607,51.40701675415039,0.0,5.663158416748047,263.5232849121094,277.5455017089844
2776.0,0.002025006106123328,253.70523071289062,-2.353761911392212,0.0,129.4348907470703,3123.0,0.0011174423852935433,51.48637390136719,0.0,5.657227516174316,263.6065673828125,277.5757751464844
2654.0,0.002023612381890416,253.6480712890625,-2.3071353435516357,0.0,42.98577880859375,3123.0,0.0007714221137575805,51.561012268066406,0.0,5.65219783782959,263.68536376953125,277.6040954589844
2823.0,0.002022405620664358,253.7838897705078,-2.489529609680176,0.0,0.3727315664291382,3979.0,0.00045200626482255757,51.62956619262695,0.0,5.648373126983643,263.75872802734375,277.6300048828125
3101.0,0.0020214132964611053,254.14511108398438,-2.841104745864868,0.0,0.3727315068244934,3931.0,0.00016129118739627302,51.69068145751953,0.0,5.646055221557617,263.82562255859375,277.6529846191406
3181.0,0.0020206624176353216,254.76412963867188,-3.2485766410827637,0.0,0.3727315664291382,3052.0,-9.86269224085845e-05,51.742984771728516,0.0,5.645547389984131,263.8849792480469,277.6725769042969
3239.0,0.0020201802253723145,255.67337036132812,-3.598661184310913,0.0,0.3727315068244934,3968.0,-0.00032565181027166545,51.785118103027344,0.0,5.647152423858643,263.9358215332031,277.6882019042969
3333.0,0.00201999070122838,256.909912109375,-3.7878804206848145,0.0,0.3727315068244934,3541.0,-0.0005152984522283077,51.81986999511719,0.0,5.65058708190918,263.97882080078125,277.7013854980469
