population,tmmx,th,tmmn,erc,FireMask,vs,pdsi,pr,elevation,NDVI,sph,PrevFireMask
6.786972522735596,305.7864074707031,65.17819213867188,292.79669189453125,17.096084594726562,0.0,2.3794991970062256,1.8379597663879395,-0.005472273100167513,13.0,8398.0,0.014811450615525246,0.0
6.786972522735596,305.7754211425781,65.19233703613281,292.8104248046875,17.18492889404297,0.0,2.3844692707061768,1.8052631616592407,-0.003818078199401498,16.0,8899.0,0.014820175245404243,0.0
6.786972522735596,305.76422119140625,65.21976470947266,292.826416015625,17.276592254638672,0.0,2.3896970748901367,1.7821625471115112,-0.002363491803407669,15.0,8845.0,0.014828919433057308,0.0
17.539752960205078,305.7528381347656,65.26130676269531,292.84466552734375,17.370935440063477,0.0,2.395151376724243,1.7851285934448242,-0.0011900652898475528,19.0,8535.0,0.014837577007710934,0.0
43.51727294921875,305.74127197265625,65.31777954101562,292.865234375,17.46782112121582,0.0,2.4008002281188965,1.8328561782836914,-0.00037935085128992796,22.0,8443.0,0.014846042729914188,0.0
27.093721389770508,305.72955322265625,65.39002227783203,292.8881530761719,17.56711769104004,0.0,2.406611680984497,1.9435373544692993,-1.2900371984869707e-05,16.0,8376.0,0.014854210428893566,0.0
12.716526985168457,305.7174377441406,65.48090362548828,292.9137878417969,17.67059326171875,0.0,2.4127910137176514,2.0864455699920654,0.0,21.0,8376.0,0.014862267300486565,0.0
6.638989448547363,305.7044982910156,65.59429168701172,292.9428405761719,17.781953811645508,0.0,2.41979718208313,2.2228949069976807,0.0,22.0,8081.0,0.014870788902044296,0.0
6.638989448547363,305.6907653808594,65.7284164428711,292.97503662109375,17.900522232055664,0.0,2.427562952041626,2.314199209213257,0.0,31.0,8090.0,0.014879763126373291,0.0
6.638989448547363,305.6763916015625,65.88135528564453,293.01025390625,18.025468826293945,0.0,2.4360013008117676,2.3379600048065186,0.0,37.0,8252.0,0.014889154583215714,0.0
25.976621627807617,305.6614685058594,66.0511474609375,293.0481872558594,18.15596580505371,0.0,2.445025682449341,2.3189315795898438,0.0,40.0,8053.0,0.014898927882313728,0.0
