FireMask,elevation,th,vs,tmmn,tmmx,sph,pr,pdsi,NDVI,population,erc,PrevFireMask
0.0,1563.0,285.0957336425781,4.393083095550537,291.6548156738281,309.1688537597656,0.0031383021268993,0.0,-1.3326953649520874,2473.0,0.182059496641159,105.36112213134766,0.0
0.0,1582.0,284.8039855957031,4.383085250854492,291.5445556640625,309.1611022949219,0.003132859012112,0.0,-1.3455272912979126,2473.0,0.1820594668388366,105.29669952392578,0.0
0.0,1589.0,284.5443115234375,4.374992847442627,291.4390869140625,309.1611328125,0.0031293409410864,0.0,-1.3543323278427124,2553.0,0.182059496641159,105.22692108154295,0.0
0.0,1510.0,284.31561279296875,4.36895751953125,291.3349304199219,309.17138671875,0.0031277923844754,0.0,-1.3545234203338623,2554.0,0.182059496641159,105.14906311035156,0.0
0.0,1441.0,284.1083374023437,4.364871501922607,291.2236328125,309.1961669921875,0.0031278564129024,0.0,-1.3472460508346558,2942.0,0.0960541069507598,105.0589599609375,0.0
0.0,1432.0,283.92059326171875,4.362543106079102,291.106201171875,309.2343139648437,0.003129374468699,0.0,-1.3354135751724243,2868.0,0.0148145575076341,104.95812225341795,0.0
0.0,1416.0,283.7508239746094,4.361780643463135,290.9839172363281,309.2845153808594,0.0031321996357291,0.0,-1.3215252161026,2859.0,0.0330511704087257,104.8482437133789,0.0
0.0,1396.0,283.59747314453125,4.362393379211426,290.85809326171875,309.3453674316406,0.0031361838337033,0.0,-1.3080806732177734,2586.0,0.0199513938277959,104.73102569580078,0.0
0.0,1382.0,283.4590148925781,4.364190101623535,290.7300109863281,309.41558837890625,0.0031411799136549,0.0,-1.2954931259155271,2418.0,0.0147695485502481,104.608154296875,0.0
0.0,1374.0,283.3338623046875,4.366980075836182,290.6010437011719,309.4938049316406,0.003147040028125,0.0,-1.281266689300537,2174.0,0.0045377584174275,104.48133850097656,0.0
0.0,1364.0,283.2204895019531,4.370572090148926,290.47247314453125,309.57867431640625,0.0031536170281469,0.0,-1.2671105861663818,2032.0,0.0,104.3522720336914,0.0
0.0,1355.0,283.1173095703125,4.37477445602417,290.3455810546875,309.6688842773437,0.003160763066262,0.0,-1.2549030780792236,1918.0,0.0006695285555906,104.22265625,0.0
0.0,1347.0,283.02276611328125,4.379396915435791,290.2217102050781,309.7630615234375,0.0031683309935033,0.0,-1.2465002536773682,1918.0,0.0,104.09417724609376,0.0
0.0,1340.0,282.9353332519531,4.384247779846191,290.1021423339844,309.85986328125,0.0031761729624122,0.0,-1.241834044456482,1910.0,0.0,103.96853637695312,0.0
0.0,1335.0,282.8534545898437,4.38913631439209,289.9882202148437,309.9579467773437,0.0031841415911912,0.0,-1.2398877143859863,1947.0,0.0,103.8474349975586,0.0
0.0,1329.0,282.7755432128906,4.393870830535889,289.8812561035156,310.0559997558594,0.0031920892652124,0.0,-1.2402273416519165,2104.0,1.934101601364091e-05,103.7325668334961,0.0
0.0,1328.0,282.7000732421875,4.398261070251465,289.78253173828125,310.1526794433594,0.0031998686026781,0.0,-1.2424196004867554,2106.0,0.5956021547317505,103.62562561035156,0.0
0.0,1329.0,282.62548828125,4.402115345001221,289.693359375,310.24658203125,0.0032073322217911,0.0,-1.2468125820159912,2257.0,0.2648529410362243,103.5283203125,0.0
0.0,1329.0,282.5502319335937,4.405242919921875,289.6150817871094,310.3364562988281,0.0032143322750926,0.0,-1.2563384771347046,2226.0,0.0,103.4423370361328,0.0
0.0,1330.0,282.4727478027344,4.40745210647583,289.5489501953125,310.4208679199219,0.0032207216136157,0.0,-1.267924189567566,4861.0,0.3488029837608337,103.36936950683594,0.0
0.0,1331.0,282.3914489746094,4.408552646636963,289.496337890625,310.49853515625,0.0032263523899018,0.0,-1.2775607109069824,3412.0,0.7172446846961975,103.31112670898438,0.0
0.0,1332.0,282.3048400878906,4.408352851867676,289.4585266113281,310.568115234375,0.0032310774549841,0.0,-1.2812389135360718,3776.0,0.4079463481903076,103.26929473876952,0.0
0.0,1333.0,282.2113342285156,4.406661510467529,289.43682861328125,310.62823486328125,0.0032347489614039,0.0,-1.2756811380386353,6519.0,0.0,103.2455825805664,0.0
0.0,1336.0,282.11492919921875,4.403848171234131,289.433837890625,310.6783447265625,0.0032373510766774,0.0,-1.2628793716430664,6519.0,0.0,103.24246215820312,0.0
0.0,1341.0,282.0264587402344,4.401012897491455,289.45196533203125,310.719970703125,0.0032391531858593,0.0,-1.247096061706543,2517.0,0.689384400844574,103.26129150390624,0.0
0.0,1346.0,281.9452209472656,4.39811897277832,289.4891967773437,310.7542419433594,0.003240255638957,0.0,-1.2326014041900637,4830.0,3.559510946273804,103.29991149902344,0.0
0.0,1351.0,281.8700256347656,4.39508581161499,289.54351806640625,310.7822570800781,0.0032407506369054,0.0,-1.2235296964645386,6014.0,10.233177185058594,103.3561019897461,0.0
0.0,1356.0,281.7997741699219,4.391833305358887,289.6128234863281,310.8050537109375,0.0032407301478087,0.0,-1.219160556793213,3128.0,0.39386647939682,103.42761993408205,0.0
0.0,1363.0,281.7332763671875,4.38828182220459,289.69500732421875,310.8236999511719,0.0032402861397713,0.0,-1.2173857688903809,2485.0,0.3725215196609497,103.51222229003906,0.0
0.0,1373.0,281.6693725585937,4.3843512535095215,289.7880249023437,310.8392639160156,0.0032395105808973,0.0,-1.2172205448150637,2145.0,0.6077394485473633,103.60767364501952,0.0
0.0,1381.0,281.6069030761719,4.379961013793945,289.8897705078125,310.8528137207031,0.0032384959049522,0.0,-1.2176798582077026,2183.0,0.179564744234085,103.71173858642578,0.0
0.0,1392.0,281.5447082519531,4.375030994415283,289.9981689453125,310.86541748046875,0.0032373338472098,0.0,-1.2179646492004397,2188.0,0.0,103.82217407226562,0.0
0.0,1403.0,281.4816589355469,4.369482040405273,290.11114501953125,310.8781433105469,0.0032361166086047,0.0,-1.218503713607788,2246.0,0.0,103.93675231933594,0.0
0.0,1415.0,281.4165954589844,4.3632330894470215,290.22662353515625,310.89208984375,0.0032349363900721,0.0,-1.2198138236999512,2272.0,0.0,104.05323028564452,0.0
0.0,1429.0,281.34832763671875,4.356204032897949,290.342529296875,310.90826416015625,0.0032338849268853,0.0,-1.2223589420318604,2272.0,0.0,104.16936492919922,0.0
0.0,1445.0,281.2757568359375,4.348315238952637,290.4567565917969,310.92779541015625,0.0032330544199794,0.0,-1.226603627204895,2290.0,0.0,104.28292846679688,0.0
0.0,1466.0,281.1976623535156,4.339486598968506,290.5672302246094,310.9516906738281,0.0032325370702892,0.0,-1.234837770462036,2341.0,0.0,104.39167785644533,0.0
0.0,1487.0,281.1129150390625,4.32963752746582,290.671875,310.9810485839844,0.0032324246130883,0.0,-1.246945023536682,2354.0,0.0,104.49337005615234,0.0
0.0,1551.0,281.0203857421875,4.31868839263916,290.76861572265625,311.0169677734375,0.0032328094821423,0.0,-1.2589166164398191,2717.0,0.0,104.58578491210938,0.0
0.0,1677.0,280.9188842773437,4.306559085845947,290.8553771972656,311.0604553222656,0.0032337836455553,0.0,-1.2667356729507446,2509.0,0.0,104.66666412353516,0.0
0.0,1678.0,280.8072509765625,4.293169021606445,290.9300537109375,311.11260986328125,0.0032354388386011,0.0,-1.266496658325195,2346.0,0.0,104.7337875366211,0.0
0.0,1650.0,280.6843566894531,4.278438568115234,290.9906005859375,311.1745300292969,0.0032378677278757,0.0,-1.2578492164611816,2291.0,0.0,104.78490447998048,0.0
0.0,1813.0,280.5490417480469,4.262287616729736,291.0348815917969,311.2472229003906,0.0032411618158221,0.0,-1.243757247924805,2444.0,0.0,104.81777954101562,0.0
0.0,1941.0,280.3990478515625,4.244378089904785,291.0633544921875,311.33270263671875,0.0032454535830765,0.0,-1.2271777391433716,2689.0,0.0,104.83280181884766,0.0
0.0,1902.0,280.2325134277344,4.224220275878906,291.0810241699219,311.43267822265625,0.0032508121803402,0.0,-1.2110676765441897,2670.0,0.0,104.83524322509766,0.0
0.0,1807.0,280.0510559082031,4.202010631561279,291.0890197753906,311.5456237792969,0.0032571218907833,0.0,-1.1961820125579834,2670.0,0.0,104.82636260986328,0.0
0.0,1704.0,279.85650634765625,4.177967548370361,291.0883178710937,311.6698608398437,0.0032642625737935,0.0,-1.1786295175552368,3147.0,0.0,104.80724334716795,0.0
0.0,1635.0,279.650634765625,4.152309417724609,291.07989501953125,311.8038024902344,0.0032721143215894,0.0,-1.1613374948501587,2578.0,0.0013982105301693,104.77896118164062,0.0
0.0,1594.0,279.4352722167969,4.1252546310424805,291.0647277832031,311.9458312988281,0.003280556295067,0.0,-1.1477798223495483,2500.0,0.0180654749274253,104.74259185791016,0.0
0.0,1550.0,279.2121887207031,4.097022533416748,291.0438232421875,312.09423828125,0.0032894688192754,0.0,-1.1414315700531006,2712.0,0.016315383836627,104.69921875,0.0
0.0,1507.0,278.983154296875,4.067830562591553,291.0180969238281,312.2474975585937,0.0032987315207719,0.0,-1.145660400390625,2652.0,0.0270922109484672,104.64991760253906,0.0
0.0,1440.0,278.75,4.037898063659668,290.98858642578125,312.40386962890625,0.0033082242589443,0.0,-1.1578216552734375,2482.0,0.0206008329987525,104.59577178955078,0.0
0.0,1414.0,278.5144958496094,4.007443428039551,290.95623779296875,312.56182861328125,0.0033178264275193,0.0,-1.1726150512695312,2299.0,6.35954893368762e-06,104.53785705566406,0.0
0.0,1389.0,278.2784729003906,3.976685285568237,290.92205810546875,312.7196655273437,0.0033274183515459,0.0,-1.1847405433654783,2218.0,0.0,104.47725677490234,0.0
0.0,1366.0,278.0436706542969,3.945842027664185,290.8869934082031,312.8757629394531,0.0033368794247508,0.0,-1.1893813610076904,2193.0,0.0,104.41504669189452,0.0
0.0,1343.0,277.8119201660156,3.9151322841644287,290.8520202636719,313.0285339355469,0.0033460895065218,0.0,-1.1881766319274902,2177.0,0.0,104.35230255126952,0.0
0.0,1323.0,277.5849914550781,3.8847744464874263,290.818115234375,313.1763000488281,0.0033549286890774,0.0,-1.183695912361145,2177.0,0.0,104.29010009765624,0.0
0.0,1303.0,277.3646850585937,3.854987382888794,290.7862854003906,313.31744384765625,0.0033632763661444,0.0,-1.1777937412261963,2127.0,0.0,104.22953033447266,0.0
0.0,1284.0,277.1528015136719,3.8259894847869873,290.7574768066406,313.4503479003906,0.0033710123971104,0.0,-1.172324538230896,2189.0,0.0,104.17166900634766,0.0
0.0,1264.0,276.9511413574219,3.797999143600464,290.732666015625,313.5733947753906,0.0033780168741941,0.0,-1.167936086654663,2240.0,0.0,104.11758422851562,0.0
0.0,1244.0,276.7615051269531,3.771235227584839,290.7128601074219,313.6849060058594,0.003384169191122,0.0,-1.1629852056503296,2182.0,0.0,104.06837463378906,0.0
0.0,1228.0,276.58563232421875,3.745916128158569,290.6990051269531,313.7832946777344,0.003389349207282,0.0,-1.1580557823181152,2148.0,0.0,104.0251007080078,0.0
0.0,1215.0,276.4253845214844,3.7222604751586914,290.69207763671875,313.86688232421875,0.003393436782062,0.0,-1.1538474559783936,2137.0,0.0,103.98884582519533,0.0
0.0,1199.0,276.279541015625,3.7000534534454346,290.6918640136719,313.9372253417969,0.0033965837210416,0.0,-1.15105938911438,2010.0,0.0,103.95833587646484,0.0
0.0,1515.0,284.9385070800781,4.378377437591553,291.6939392089844,309.2405700683594,0.0031438248697668,0.0,-1.3452708721160889,2145.0,0.1820594668388366,105.38726806640624,0.0
0.0,1495.0,284.6325988769531,4.367720127105713,291.5887145996094,309.2389831542969,0.0031385261099785,0.0,-1.3549461364746094,2335.0,0.1820594668388366,105.32858276367188,0.0
0.0,1490.0,284.3604736328125,4.359027862548828,291.4879150390625,309.2419128417969,0.0031350685749202,0.0,-1.3611290454864502,2335.0,0.1820594668388366,105.26383972167967,0.0
0.0,1474.0,284.12091064453125,4.352445602416992,291.3882751464844,309.2514038085937,0.0031334874220192,0.0,-1.3605269193649292,2328.0,0.1820594817399978,105.1905517578125,0.0
0.0,1436.0,283.9035949707031,4.347838401794434,291.281982421875,309.2718505859375,0.0031334275845438,0.0,-1.3541643619537354,2318.0,0.1820594668388366,105.1051788330078,0.0
0.0,1416.0,283.7066345214844,4.345014572143555,291.16998291015625,309.302490234375,0.0031347414478659,0.0,-1.343962550163269,2342.0,0.1524526923894882,105.00919342041016,0.0
0.0,1403.0,283.52838134765625,4.343782901763916,291.0534973144531,309.3423767089844,0.0031372921075671,0.0,-1.3314608335494995,2252.0,0.0356385335326194,104.90423583984376,0.0
0.0,1393.0,283.36724853515625,4.343952178955078,290.9337463378906,309.3905334472656,0.0031409421935677,0.0,-1.318198800086975,2187.0,0.0,104.79196166992188,0.0
0.0,1383.0,283.2216796875,4.345332145690918,290.8119506835937,309.44598388671875,0.0031455554999411,0.0,-1.303555250167847,2089.0,0.0,104.67401123046876,0.0
0.0,1398.0,283.09002685546875,4.347732067108154,290.6893310546875,309.5078125,0.0031509944237768,0.0,-1.2852203845977783,2064.0,0.0,104.55201721191406,0.0
0.0,1401.0,282.9707336425781,4.3509602546691895,290.567138671875,309.57501220703125,0.0031571225263178,0.0,-1.2664145231246948,1963.0,0.0,104.42764282226562,0.0
0.0,1352.0,282.8621826171875,4.354826927185059,290.4465637207031,309.64666748046875,0.0031638026703149,0.0,-1.250553846359253,1846.0,0.0,104.3025131225586,0.0
0.0,1345.0,282.7627868652344,4.359140396118164,290.328857421875,309.7218017578125,0.0031708981841802,0.0,-1.241036057472229,1821.0,0.0,104.17827606201172,0.0
0.0,1339.0,282.67095947265625,4.363710403442383,290.2152099609375,309.7994689941406,0.0031782719306647,0.0,-1.238824486732483,1821.0,0.0,104.05657958984376,0.0
0.0,1334.0,282.5850830078125,4.368345737457275,290.1069030761719,309.8786926269531,0.0031857870053499,0.0,-1.2415838241577148,2072.0,0.0,103.9390640258789,0.0
0.0,1331.0,282.50360107421875,4.3728556632995605,290.005126953125,309.9585266113281,0.003193306736648,0.0,-1.247000217437744,2344.0,0.0802299380302429,103.82737731933594,0.0
0.0,1332.0,282.42486572265625,4.377049446105957,289.9111022949219,310.0380249023437,0.0032006939873099,0.0,-1.2527594566345217,3943.0,0.1898552179336547,103.72315979003906,0.0
0.0,1332.0,282.3473205566406,4.380736351013184,289.8260803222656,310.1162109375,0.003207811852917,0.0,-1.2574198246002195,4597.0,0.0,103.62805938720705,0.0
0.0,1334.0,282.2693786621094,4.383725166320801,289.7512512207031,310.1921081542969,0.003214523429051,0.0,-1.2639580965042114,3614.0,0.0,103.54370880126952,0.0
