FireMask,elevation,th,vs,tmmn,tmmx,sph,pr,pdsi,NDVI,population,erc,PrevFireMask
0.0,91.0,284.572265625,1.7365765571594238,281.3277587890625,288.3775329589844,0.005927403923124,6.0243510233704e-05,2.310989618301392,5154.0,5.930559158325195,52.5086669921875,0.0
0.0,92.0,284.6376342773437,1.7445883750915527,281.324951171875,288.399658203125,0.0059260209091007,5.551303911488503e-05,2.3505163192749023,4886.0,4.796093940734863,52.59257507324219,0.0
0.0,94.0,284.6912536621094,1.7536834478378296,281.3249206542969,288.4195556640625,0.0059255873784422,4.7893296141410246e-05,2.395787239074707,5064.0,4.630860328674316,52.67219161987305,0.0
0.0,96.0,284.7343139648437,1.763872146606445,281.32794189453125,288.4365539550781,0.005926176905632,3.706727875396609e-05,2.439760684967041,3639.0,2.460484027862549,52.746559143066406,0.0
0.0,98.0,284.7679748535156,1.775165319442749,281.3342590332031,288.4499816894531,0.0059278635308146,2.271797893627081e-05,2.4736011028289795,5131.0,1.5145798921585083,52.814735412597656,0.0
0.0,102.0,284.7933654785156,1.7875734567642212,281.3442077636719,288.4591369628906,0.0059307203628122,4.5283986764843576e-06,2.488471746444702,4753.0,0.9492814540863036,52.87575912475586,0.0
0.0,104.0,284.7997131347656,1.80189049243927,281.3589172363281,288.463134765625,0.0059352107346057,-1.9006727598025464e-05,2.4786295890808105,4246.0,0.2305763810873031,52.92374801635742,0.0
0.0,105.0,284.7638244628906,1.8196266889572144,281.3799743652344,288.4614562988281,0.0059420806355774,-5.014898852095939e-05,2.4490737915039062,4246.0,0.2212554067373275,52.94927215576172,0.0
0.0,107.0,284.68963623046875,1.8404346704483032,281.40679931640625,288.4549560546875,0.0059510827995836,-8.805099059827626e-05,2.405730724334717,4471.0,0.2646986842155456,52.95546340942383,0.0
0.0,108.0,284.5819702148437,1.8639020919799805,281.4385681152344,288.44451904296875,0.0059619396924972,-0.000131761727971,2.354480743408203,5052.0,0.2830358445644378,52.94588088989258,0.0
0.0,108.0,284.4457092285156,1.8896164894104004,281.474609375,288.4309997558594,0.0059743705205619,-0.0001803301711333,2.3006856441497803,6238.0,1.0330393314361572,52.924076080322266,0.0
0.0,110.0,284.28570556640625,1.9171655178070068,281.51416015625,288.415283203125,0.0059880972839891,-0.0002328053233213,2.234902858734131,6171.0,14.370262145996094,52.89360809326172,0.0
