pdsi,population,PrevFireMask,tmmn,FireMask,vs,elevation,th,sph,erc,NDVI,tmmx,pr
-0.8113751411437988,1.4502781629562378,0.0,269.18096923828125,0.0,4.980900764465332,57.0,232.367919921875,0.0010320849251002073,32.9517822265625,7650.0,278.51025390625,-0.020344242453575134
-0.7863889336585999,1.5689640045166016,0.0,269.16693115234375,0.0,4.964532852172852,54.0,232.43597412109375,0.0010311646619811654,32.92472457885742,5281.0,278.4781799316406,-0.021184509620070457
-0.7693647742271423,8.033346176147461,0.0,269.15423583984375,0.0,4.947988510131836,52.0,232.50021362304688,0.001030283747240901,32.895870208740234,3925.0,278.4468994140625,-0.02145758457481861
-0.7588971853256226,15.62924861907959,0.0,269.1431884765625,0.0,4.931578636169434,51.0,232.56057739257812,0.0010294532403349876,32.864933013916016,4087.0,278.41668701171875,-0.02106912061572075
-0.7535806894302368,15.530696868896484,0.0,269.1340637207031,0.0,4.915612697601318,50.0,232.61697387695312,0.0010286833858117461,32.831626892089844,3582.5,278.38787841796875,-0.019924765452742577
-0.7490286827087402,15.41232681274414,0.0,269.1271667480469,0.0,4.900401592254639,51.0,232.6693572998047,0.00102798524312675,32.7956657409668,4353.5,278.3607482910156,-0.0179301705211401
-0.740187406539917,11.912843704223633,0.0,269.1228332519531,0.0,4.886254787445068,51.0,232.71766662597656,0.0010273691732436419,32.75676345825195,6493.0,278.33563232421875,-0.01499098725616932
-0.7381832003593445,9.644536018371582,0.0,269.121337890625,0.0,4.8734822273254395,54.0,232.7618408203125,0.0010268461192026734,32.71463394165039,7056.0,278.31280517578125,-0.011012866161763668
-0.7551891803741455,9.340618133544922,0.0,269.12298583984375,0.0,4.8623948097229,56.0,232.80178833007812,0.0010264265583828092,32.66899108886719,5395.0,278.2925720214844,-0.005901457741856575
-0.8033848404884338,50.03508377075195,0.0,269.12786865234375,0.0,4.852368354797363,53.0,232.83607482910156,0.0010260760318487883,32.62005615234375,5395.0,278.2747802734375,0.00039667155942879617
-0.9016841650009155,28.551971435546875,0.0,269.1354675292969,0.0,4.841570854187012,56.0,232.86199951171875,0.0010257064132019877,32.56884002685547,4766.0,278.2585144042969,0.007793096359819174
-1.0398460626602173,3.90039324760437,0.0,269.1455383300781,0.0,4.830072402954102,55.0,232.8802032470703,0.0010253257350996137,32.51542663574219,5000.0,278.24371337890625,0.01620492711663246
-1.1880812644958496,25.65772247314453,0.0,269.15789794921875,0.0,4.8180155754089355,57.0,232.89151000976562,0.0010249456390738487,32.45986557006836,5396.0,278.230224609375,0.025551091879606247
-1.3166000843048096,19.651718139648438,0.0,269.1723327636719,0.0,4.805542945861816,55.0,232.8966827392578,0.0010245774174109101,32.4022102355957,7143.0,278.2179870605469,0.03575051948428154
-1.397403597831726,94.69062805175781,0.0,269.18865966796875,0.0,4.792796611785889,56.0,232.89651489257812,0.0010242329444736242,32.34250259399414,6270.0,278.2068786621094,0.046722132712602615
-1.4338533878326416,501.79754638671875,0.0,269.2066345214844,0.0,4.779919624328613,58.0,232.8917999267578,0.00102392362896353,32.280799865722656,5381.0,278.1968078613281,0.058384861797094345
-1.4455829858779907,170.36746215820312,0.0,269.2261047363281,0.0,4.767054557800293,60.0,232.88330078125,0.0010236609959974885,32.21714782714844,6277.0,278.18768310546875,0.0706576332449913
-1.4506484270095825,13.988688468933105,0.0,269.246826171875,0.0,4.754343509674072,62.0,232.871826171875,0.0010234566871076822,32.15159606933594,5870.0,278.1794128417969,0.08345936983823776
-1.4671056270599365,4.8713836669921875,0.0,269.26861572265625,0.0,4.741929054260254,63.0,232.85816955566406,0.001023322343826294,32.08419418334961,7127.0,278.1719055175781,0.09670901298522949
-1.5069289207458496,3.6110901832580566,0.0,269.291259765625,0.0,4.729953765869141,60.0,232.84307861328125,0.0010232692584395409,32.014991760253906,6882.0,278.1650695800781,0.11032547056674957
-1.5597976446151733,12.491439819335938,0.0,269.3145751953125,0.0,4.718560695648193,61.0,232.82737731933594,0.0010233093053102493,31.94403839111328,6427.0,278.15875244140625,0.12422768771648407
-1.6171658039093018,15.90859603881836,0.0,269.33831787109375,0.0,4.707891464233398,64.0,232.8118438720703,0.0010234537767246366,31.871381759643555,6038.0,278.1529235839844,0.13833457231521606
-1.6709119081497192,9.520496368408203,0.0,269.3623352050781,0.0,4.698089122772217,66.0,232.79725646972656,0.001023714430630207,31.797073364257812,6038.0,278.1474609375,0.15256507694721222
-1.7131544351577759,6.982451438903809,0.0,269.3863830566406,0.0,4.689295768737793,67.0,232.78439331054688,0.0010241027921438217,31.721160888671875,4696.0,278.1423034667969,0.16683810949325562
-1.758291482925415,4.5016937255859375,0.0,269.4102478027344,0.0,4.681654453277588,69.0,232.77406311035156,0.0010246303863823414,31.643695831298828,4821.0,278.13726806640625,0.18107259273529053
-1.8053183555603027,5.209174156188965,0.0,269.43377685546875,0.0,4.675307273864746,78.0,232.7670440673828,0.001025308738462627,31.564725875854492,6652.0,278.1323547363281,0.19518747925758362
-1.8352546691894531,5.947473526000977,0.0,269.4567565917969,0.0,4.6703972816467285,83.0,232.76409912109375,0.001026149489916861,31.48430061340332,4668.0,278.1274108886719,0.20910166203975677
-1.829119324684143,5.863204002380371,0.0,269.47894287109375,0.0,4.66706657409668,98.0,232.76605224609375,0.0010271641658619046,31.4024715423584,6415.0,278.1223449707031,0.22273410856723785
-1.7667865753173828,4.590044021606445,0.0,269.50018310546875,0.0,4.665457248687744,109.0,232.77366638183594,0.0010283644078299403,31.319284439086914,5760.0,278.1170959472656,0.23600371181964874
-1.6393680572509766,4.155952453613281,0.0,269.52093505859375,0.0,4.66565465927124,117.0,232.78550720214844,0.001029770472086966,31.23395538330078,4203.0,278.1116943359375,0.24896293878555298
-1.4738030433654785,3.5981640815734863,0.0,269.5426025390625,0.0,4.667531490325928,115.0,232.7971954345703,0.0010313986567780375,31.144861221313477,4736.0,278.1065979003906,0.2618776559829712
-1.300831913948059,4.176553726196289,0.0,269.5650939941406,0.0,4.670961856842041,115.0,232.80885314941406,0.001033232663758099,31.052309036254883,7093.0,278.1017761230469,0.2747768759727478
-1.1511949300765991,4.089906692504883,0.0,269.5882568359375,0.0,4.675820350646973,115.0,232.82077026367188,0.001035255379974842,30.956674575805664,3891.0,278.09722900390625,0.28767988085746765
-1.0422524213790894,1.266729712486267,0.0,269.6119689941406,0.0,4.68198299407959,110.0,232.83322143554688,0.0010374499252066016,30.85833168029785,4188.0,278.0929870605469,0.30060598254203796
-0.9551357626914978,0.7954525351524353,0.0,269.6360778808594,0.0,4.689326286315918,110.0,232.8465118408203,0.0010397991864010692,30.757658004760742,4188.0,278.08905029296875,0.31357452273368835
-0.8758889436721802,2.4948930740356445,0.0,269.66046142578125,0.0,4.69772481918335,105.0,232.86094665527344,0.0010422860505059361,30.655025482177734,4231.0,278.0854187011719,0.3266047537326813
-0.7908987402915955,0.6006722450256348,0.0,269.6849670410156,0.0,4.707054138183594,104.0,232.87677001953125,0.001044893404468894,30.550811767578125,7288.0,278.0821228027344,0.3397160470485687
-0.6859025955200195,1.637763500213623,0.0,269.7094421386719,0.0,4.717191219329834,104.0,232.89431762695312,0.001047604251652956,30.445390701293945,5281.0,278.0791320800781,0.35292765498161316
-0.5366618633270264,2.7772765159606934,0.0,269.7337646484375,0.0,4.728010177612305,99.0,232.9138641357422,0.0010504015954211354,30.339136123657227,4779.0,278.07647705078125,0.3662589192390442
-0.3645325005054474,18.59064483642578,0.0,269.7577819824219,0.0,4.7393879890441895,104.0,232.93568420410156,0.0010532682063058019,30.232425689697266,6136.0,278.07415771484375,0.37972915172576904
-0.2079453319311142,21.28993797302246,0.0,269.7813415527344,0.0,4.751199245452881,112.0,232.96009826660156,0.0010561872040852904,30.12563133239746,5894.0,278.0721740722656,0.39335760474205017
-0.10533110052347183,8.521450996398926,0.0,269.8043212890625,0.0,4.763320446014404,112.0,232.98736572265625,0.0010591414757072926,30.01913070678711,6225.0,278.0705261230469,0.4071636497974396
-0.0916295275092125,10.374849319458008,0.0,269.82659912109375,0.0,4.7756266593933105,112.0,233.01779174804688,0.0010621139081194997,29.913299560546875,5499.0,278.06927490234375,0.4211665689945221
-0.15986841917037964,5.4117584228515625,0.0,269.8479919433594,0.0,4.787993907928467,111.0,233.05166625976562,0.0010650873882696033,29.808509826660156,5530.0,278.068359375,0.43538564443588257
-0.2779625654220581,3.3455262184143066,0.0,269.8683776855469,0.0,4.800297737121582,111.0,233.0892791748047,0.0010680449195206165,29.70513916015625,5717.0,278.06781005859375,0.449840247631073
-0.41374707221984863,2.29215669631958,0.0,269.88763427734375,0.0,4.812413692474365,108.0,233.13092041015625,0.0010709695052355528,29.603559494018555,7351.0,278.0676574707031,0.46454963088035583
-0.5350571274757385,3.4721994400024414,0.0,269.90557861328125,0.0,4.824217796325684,100.0,233.17686462402344,0.0010738440323621035,29.504150390625,7184.0,278.06787109375,0.4795331060886383
-0.6387609243392944,4.971192836761475,0.0,269.9220886230469,0.0,4.835585117340088,99.0,233.22743225097656,0.00107665138784796,29.407283782958984,7184.0,278.0684509277344,0.49480998516082764
-0.7475444078445435,10.636661529541016,0.0,269.9370422363281,0.0,4.846391677856445,104.0,233.2828826904297,0.0010793745750561357,29.31333351135254,5735.0,278.0694580078125,0.5103996396064758
-0.8538336157798767,11.484039306640625,0.0,269.9507751464844,0.0,4.8569111824035645,109.0,233.34466552734375,0.0010820106836035848,29.221128463745117,5134.0,278.071044921875,0.525527834892273
-0.9498388171195984,7.318732738494873,0.0,269.9642028808594,0.0,4.867924213409424,113.0,233.41490173339844,0.001084588933736086,29.127635955810547,7541.0,278.0736083984375,0.5386614799499512
-1.0278626680374146,7.756772994995117,0.0,269.97723388671875,0.0,4.879392623901367,112.0,233.49281311035156,0.0010871211998164654,29.033123016357422,6013.0,278.07708740234375,0.5501203536987305
-1.0858550071716309,33.059661865234375,0.0,269.9898376464844,0.0,4.891246795654297,109.0,233.5775146484375,0.0010896187741309404,28.937976837158203,4905.0,278.081298828125,0.5602898001670837
-1.1302754878997803,27.234607696533203,0.0,270.0019226074219,0.0,4.903417110443115,105.0,233.66810607910156,0.0010920928325504065,28.84258460998535,6577.0,278.0862121582031,0.5695550441741943
-1.16825532913208,10.876546859741211,0.0,270.0133361816406,0.0,4.915835380554199,100.0,233.76368713378906,0.0010945546673610806,28.747337341308594,7240.0,278.0916748046875,0.5783013701438904
-1.2069261074066162,10.876546859741211,0.0,270.0240478515625,0.0,4.928431034088135,103.0,233.86337280273438,0.0010970152216032147,28.65262222290039,6518.0,278.09759521484375,0.5869140028953552
-1.2519303560256958,19.344837188720703,0.0,270.0339660644531,0.0,4.941135406494141,102.0,233.96627807617188,0.0010994859039783478,28.55882453918457,5997.0,278.1038513183594,0.595778226852417
-1.3001148700714111,45.23384094238281,0.0,270.04296875,0.0,4.953879356384277,95.0,234.07150268554688,0.0011019777739420533,28.46633529663086,6359.0,278.1103820800781,0.605279266834259
-1.347300410270691,73.6553726196289,0.0,270.05096435546875,0.0,4.966592788696289,99.0,234.17816162109375,0.0011045020073652267,28.37554168701172,4866.0,278.11700439453125,0.6158023476600647
-1.389541506767273,16.655439376831055,0.0,270.057861328125,0.0,4.979207515716553,102.0,234.28536987304688,0.0011070697801187634,28.28683090209961,6079.0,278.1236572265625,0.6277327537536621
-1.4228925704956055,16.895267486572266,0.0,270.0635986328125,0.0,4.9916534423828125,106.0,234.3922119140625,0.0011096923844888806,28.200593948364258,6079.0,278.1302490234375,0.6414558291435242
-1.453515648841858,31.988231658935547,0.0,270.0680847167969,0.0,5.003861904144287,102.0,234.49781799316406,0.0011123809963464737,28.11721420288086,6132.0,278.1366271972656,0.6573566794395447
-1.4831433296203613,67.7857894897461,0.0,270.0711975097656,0.0,5.015762805938721,100.0,234.60130310058594,0.0011151466751471162,28.037084579467773,5596.0,278.1427307128906,0.6758206486701965
-1.5012530088424683,43.76812744140625,0.0,270.0728454589844,0.0,5.027287006378174,109.0,234.70175170898438,0.0011180007131770253,27.960588455200195,4642.0,278.1484069824219,0.6972329616546631
-0.8585027456283569,1.0381255149841309,0.0,269.2003479003906,0.0,4.9884209632873535,60.0,232.24160766601562,0.0010293551022186875,33.07012176513672,6875.0,278.5215759277344,-0.01879039779305458
-0.8266462087631226,1.421694040298462,0.0,269.18804931640625,0.0,4.97251033782959,57.0,232.2996063232422,0.0010284649906679988,33.04892349243164,6956.0,278.4908752441406,-0.019566964358091354
-0.7998409271240234,7.685707092285156,0.0,269.1769104003906,0.0,4.956407070159912,52.0,232.35374450683594,0.0010276153916493058,33.02581787109375,7149.0,278.4608459472656,-0.019825417548418045
-0.779045820236206,15.95077133178711,0.0,269.1672668457031,0.0,4.940418720245361,53.0,232.4040985107422,0.0010268165497109294,33.000492095947266,4035.0,278.43182373046875,-0.019479550421237946
-0.7652196884155273,15.95077133178711,0.0,269.1593933105469,0.0,4.9248528480529785,52.0,232.45071411132812,0.0010260785929858685,32.97262954711914,3897.0,278.404052734375,-0.0184431504458189
-0.7569218873977661,15.95077133178711,0.0,269.1535339355469,0.0,4.910017490386963,58.0,232.49365234375,0.001025411649607122,32.94191360473633,4341.0,278.3778381347656,-0.016630006954073906
-0.7499336004257202,12.407222747802734,0.0,269.1499938964844,0.0,4.896219730377197,52.0,232.53297424316406,0.0010248259641230106,32.908023834228516,3690.0,278.3533935546875,-0.013953911140561104
-0.7505199909210205,10.034168243408203,0.0,269.1490173339844,0.0,4.883767127990723,51.0,232.56875610351562,0.0010243316646665335,32.87065124511719,3690.0,278.3310852050781,-0.010328652337193489
-0.7656950950622559,9.808207511901855,0.0,269.15093994140625,0.0,4.872967720031738,57.0,232.60104370117188,0.0010239389957860112,32.8294792175293,5214.0,278.3111267089844,-0.005668019875884056
-0.8024780750274658,6.34683895111084,0.0,269.1557922363281,0.0,4.863200664520264,56.0,232.62811279296875,0.0010236150119453669,32.78472900390625,3940.0,278.2933654785156,6.27490589977242e-05
-0.8738078474998474,12.569721221923828,0.0,269.1629943847656,0.0,4.852643966674805,59.0,232.646484375,0.0010232757776975632,32.73748016357422,5303.0,278.2769775390625,0.006755721755325794
-0.9734410643577576,16.182186126708984,0.0,269.17242431640625,0.0,4.841368675231934,55.0,232.6568603515625,0.0010229290928691626,32.687835693359375,5641.0,278.2618408203125,0.014341193251311779
-1.080967664718628,4.4051432609558105,0.0,269.18389892578125,0.0,4.829516887664795,55.0,232.66009521484375,0.001022585667669773,32.635860443115234,5923.0,278.2478942871094,0.02275228127837181
-1.1759777069091797,7.165010452270508,0.0,269.19720458984375,0.0,4.817231178283691,55.0,232.65704345703125,0.0010222566779702902,32.58161544799805,6251.0,278.2350158691406,0.031922101974487305
-1.2388293743133545,25.380578994750977,0.0,269.2121887207031,0.0,4.804654121398926,57.0,232.6485595703125,0.0010219530668109655,32.52517318725586,6370.0,278.22314453125,0.04178377985954285
-1.2686498165130615,13.452531814575195,0.0,269.22869873046875,0.0,4.791928291320801,59.0,232.63548278808594,0.0010216858936473727,32.466590881347656,6868.0,278.2121887207031,0.052270423620939255
-1.281815528869629,3.961884021759033,0.0,269.24652099609375,0.0,4.779195785522461,64.0,232.61868286132812,0.0010214661015197635,32.40593719482422,6675.0,278.20208740234375,0.06331516057252884
-1.2950775623321533,20.9993953704834,0.0,269.2654724121094,0.0,4.766599655151367,62.0,232.59901428222656,0.0010213046334683895,32.3432731628418,6730.0,278.1927795410156,0.07485110312700272
-1.3251864910125732,5.121362686157227,0.0,269.2854309082031,0.0,4.754282474517822,61.0,232.5773162841797,0.0010212126653641462,32.27866744995117,5761.0,278.1841125488281,0.0868113711476326
-1.385247826576233,5.119494438171387,0.0,269.3061828613281,0.0,4.7423858642578125,60.0,232.55445861816406,0.0010212011402472854,32.212181091308594,5761.0,278.17608642578125,0.0991290807723999
-1.4678267240524292,7.752530097961426,0.0,269.32757568359375,0.0,4.731053352355957,60.0,232.53128051757812,0.0010212810011580586,32.14387893676758,5183.0,278.1685791015625,0.11173735558986664
-1.559753656387329,15.587862014770508,0.0,269.3493957519531,0.0,4.720426559448242,62.0,232.50863647460938,0.0010214633075520396,32.07382583618164,6191.0,278.1615295410156,0.12456931173801422
-1.6479610204696655,8.918360710144043,0.0,269.37152099609375,0.0,4.710648059844971,65.0,232.48739624023438,0.00102175900246948,32.0020866394043,6457.0,278.15484619140625,0.13755805790424347
-1.7196673154830933,6.395346641540527,0.0,269.3937072753906,0.0,4.701861381530762,68.0,232.4683837890625,0.0010221791453659534,31.928728103637695,5854.0,278.1484375,0.1506367325782776
-1.7900511026382446,4.2471113204956055,0.0,269.4158630371094,0.0,4.694207668304443,70.0,232.45248413085938,0.0010227347956970334,31.853811264038086,6496.0,278.1422424316406,0.1637384295463562
-1.860547423362732,4.2471113204956055,0.0,269.437744140625,0.0,4.687830448150635,77.0,232.44052124023438,0.0010234367800876498,31.777400970458984,5022.0,278.13616943359375,0.17679628729820251
-1.9120994806289673,4.637606143951416,0.0,269.4591979980469,0.0,4.682871341705322,78.0,232.43336486816406,0.001024296274408698,31.699562072753906,4911.0,278.130126953125,0.18974341452121735
-1.9256508350372314,5.853981971740723,0.0,269.4800720214844,0.0,4.679473400115967,85.0,232.43186950683594,0.00102532422170043,31.620359420776367,5853.0,278.12408447265625,0.2025129199028015
-1.8816397190093994,5.133203983306885,0.0,269.5001525878906,0.0,4.677779197692871,97.0,232.4368896484375,0.001026531565003097,31.539857864379883,5762.0,278.117919921875,0.21503794193267822
-1.7740141153335571,4.751224517822266,0.0,269.5199279785156,0.0,4.6778645515441895,105.0,232.4468994140625,0.0010279396083205938,31.4574031829834,6110.0,278.1116943359375,0.22736194729804993
-1.6266288757324219,4.079806327819824,0.0,269.5407409667969,0.0,4.679588317871094,113.0,232.45726013183594,0.0010295668616890907,31.371606826782227,6189.0,278.1056823730469,0.2397046685218811
-1.466131329536438,0.7485370635986328,0.0,269.5624084472656,0.0,4.682826995849609,115.0,232.46807861328125,0.0010313973762094975,31.2827091217041,6055.0,278.0999755859375,0.2520899474620819
-1.3191691637039185,0.7472454905509949,0.0,269.5848693847656,0.0,4.687460422515869,115.0,232.4796600341797,0.0010334138059988618,31.19100570678711,6055.0,278.0945129394531,0.2645335793495178
-1.2032554149627686,0.7472455501556396,0.0,269.60791015625,0.0,4.6933674812316895,115.0,232.4922637939453,0.001035599154420197,31.096792221069336,5201.0,278.0893249511719,0.2770514190196991
-1.103464126586914,0.794934093952179,0.0,269.6314392089844,0.0,4.7004289627075195,108.0,232.5061798095703,0.0010379364248365164,31.000370025634766,4080.0,278.0844421386719,0.2896592915058136
-1.0022008419036865,23.451129913330078,0.0,269.6552429199219,0.0,4.708524703979492,104.0,232.52171325683594,0.0010404082713648677,30.90203094482422,5213.0,278.0798645019531,0.3023729920387268
-0.8820396661758423,37.59730529785156,0.0,269.6792297363281,0.0,4.717533111572266,113.0,232.5391387939453,0.0010429976973682642,30.802078247070312,5406.0,278.07562255859375,0.3152083456516266
-0.7241164445877075,21.74273681640625,0.0,269.7032470703125,0.0,4.727335453033447,106.0,232.55874633789062,0.0010456875897943974,30.700803756713867,5406.0,278.0716857910156,0.3281811773777008
-0.48117750883102417,2.6741855144500732,0.0,269.72711181640625,0.0,4.7378106117248535,98.0,232.58082580566406,0.0010484607191756368,30.598508834838867,5082.0,278.0681457519531,0.3413073420524597
-0.18958111107349396,6.871262550354004,0.0,269.7507019042969,0.0,4.748838424682617,108.0,232.6056671142578,0.0010513000888749957,30.4954891204834,5525.0,278.06494140625,0.3546026051044464
0.0793818011879921,10.110523223876953,0.0,269.7738342285156,0.0,4.760299205780029,110.0,232.633544921875,0.0010541884694248438,30.392040252685547,6514.0,278.0621337890625,0.36808285117149353
0.2544202208518982,2.3897507190704346,0.0,269.7964172363281,0.0,4.772071838378906,114.0,232.6647491455078,0.0010571087477728724,30.288461685180664,5597.0,278.0597229003906,0.38176384568214417
0.2686026394367218,1.7238346338272095,0.0,269.8182678222656,0.0,4.784036636352539,117.0,232.69956970214844,0.001060043927282095,30.18505096435547,3623.0,278.05767822265625,0.39566144347190857
0.1286432296037674,4.283888816833496,0.0,269.8392639160156,0.0,4.7960734367370605,112.0,232.73831176757812,0.001062976778484881,30.082103729248047,6528.0,278.05609130859375,0.4097914397716522
-0.09751983731985092,2.7822957038879395,0.0,269.8592224121094,0.0,4.808061122894287,110.0,232.78123474121094,0.0010658901883289218,29.979917526245117,7399.0,278.054931640625,0.4241696894168854
-0.34009620547294617,2.4314560890197754,0.0,269.8780212402344,0.0,4.819880962371826,105.0,232.82864379882812,0.001068767043761909,29.8787899017334,7399.0,278.05419921875,0.4388120174407959
-0.5292955040931702,4.730044364929199,0.0,269.8954772949219,0.0,4.831411361694336,101.0,232.8808135986328,0.001071590231731534,29.77901840209961,4848.0,278.053955078125,0.45373421907424927
-0.6440101861953735,4.966195106506348,0.0,269.9114990234375,0.0,4.842532157897949,99.0,232.93804931640625,0.0010743425227701664,29.68090057373047,6596.0,278.0541687011719,0.46895211935043335
-0.7305989861488342,11.93903923034668,0.0,269.9258728027344,0.0,4.853124141693115,108.0,233.00062561035156,0.0010770070366561413,29.584732055664062,6073.0,278.05487060546875,0.484481543302536
-0.7999749183654785,10.35842227935791,0.0,269.9389953613281,0.0,4.863458156585693,114.0,233.0702362060547,0.0010795780690386891,29.489147186279297,6892.0,278.0562744140625,0.49963003396987915
-0.8627356290817261,7.083644390106201,0.0,269.9517517089844,0.0,4.87430477142334,119.0,233.14959716796875,0.0010820797178894281,29.390897750854492,6299.0,278.05877685546875,0.5130290389060974
-0.9287477135658264,16.356029510498047,0.0,269.9640808105469,0.0,4.885622501373291,111.0,233.23777770996094,0.0010845253709703684,29.29038429260254,5482.0,278.0622863769531,0.5249656438827515
-0.9927387237548828,36.06896209716797,0.0,269.9759521484375,0.0,4.897341251373291,107.0,233.33375549316406,0.0010869274847209454,29.188138961791992,6067.0,278.0666198730469,0.5357852578163147
-1.0516870021820068,37.86618423461914,0.0,269.98724365234375,0.0,4.909389972686768,106.0,233.43649291992188,0.0010892987484112382,29.08469009399414,6469.0,278.0717468261719,0.5458333492279053
-1.1066936254501343,11.979400634765625,0.0,269.9978942871094,0.0,4.921698093414307,106.0,233.5449676513672,0.0010916516184806824,28.98056983947754,4622.0,278.0775146484375,0.5554553866386414
-1.1588594913482666,17.15186309814453,0.0,270.0077819824219,0.0,4.934194087982178,106.0,233.6581268310547,0.0010939986677840352,28.876312255859375,6246.0,278.0837707519531,0.5649967193603516
-1.2096612453460693,57.7733154296875,0.0,270.0168762207031,0.0,4.946807861328125,100.0,233.7749481201172,0.0010963525855913758,28.772445678710938,7119.0,278.0904541015625,0.5748029351234436
-1.2597813606262207,31.875539779663086,0.0,270.02508544921875,0.0,4.959468364715576,99.0,233.89437866210938,0.0010987258283421397,28.66950035095215,5850.0,278.0973815917969,0.5852193832397461
-1.306592583656311,30.97482681274414,0.0,270.03228759765625,0.0,4.972105026245117,102.0,234.0154266357422,0.0011011309688910842,28.568012237548828,5850.0,278.1044921875,0.596591591835022
-1.3472633361816406,16.997554779052734,0.0,270.0384216308594,0.0,4.984646320343018,109.0,234.1370086669922,0.0011035806965082884,28.468507766723633,5885.0,278.1116638183594,0.6092649102210999
-1.3789615631103516,40.14443588256836,0.0,270.0434265136719,0.0,4.997021675109863,106.0,234.2581329345703,0.0011060874676331878,28.37152099609375,6844.0,278.1187438964844,0.6235848069190979
-1.4047818183898926,21.38197898864746,0.0,270.0472106933594,0.0,5.00916051864624,104.0,234.3777313232422,0.0011086638551205397,28.2775821685791,7147.0,278.12567138671875,0.6398967504501343
-1.4261040687561035,44.51734924316406,0.0,270.0496826171875,0.0,5.020992279052734,101.0,234.4947967529297,0.0011113225482404232,28.18722152709961,5835.0,278.1322326660156,0.6585462093353271
-1.4375622272491455,28.286155700683594,0.0,270.0507507324219,0.0,5.032445430755615,107.0,234.6082763671875,0.0011140760034322739,28.10097312927246,4963.0,278.1383972167969,0.6798785924911499
