population,pdsi,vs,elevation,pr,sph,erc,tmmx,th,tmmn,NDVI,FireMask,PrevFireMask
0.18205949664115906,-1.3326953649520874,4.393083095550537,1563.0,0.0,0.0031383021268993616,105.36112213134766,309.1688537597656,285.0957336425781,291.6548156738281,2473.0,0.0,0.0
0.18205946683883667,-1.3455272912979126,4.383085250854492,1582.0,0.0,0.0031328590121120214,105.29669952392578,309.1611022949219,284.8039855957031,291.5445556640625,2473.0,0.0,0.0
0.18205949664115906,-1.3543323278427124,4.374992847442627,1589.0,0.0,0.0031293409410864115,105.22692108154297,309.1611328125,284.5443115234375,291.4390869140625,2553.0,0.0,0.0
0.18205949664115906,-1.3545234203338623,4.36895751953125,1510.0,0.0,0.0031277923844754696,105.14906311035156,309.17138671875,284.31561279296875,291.3349304199219,2554.0,0.0,0.0
0.09605410695075989,-1.3472460508346558,4.364871501922607,1441.0,0.0,0.0031278564129024744,105.0589599609375,309.1961669921875,284.10833740234375,291.2236328125,2942.0,0.0,0.0
0.014814557507634163,-1.3354135751724243,4.362543106079102,1432.0,0.0,0.0031293744686990976,104.95812225341797,309.23431396484375,283.92059326171875,291.106201171875,2868.0,0.0,0.0
0.03305117040872574,-1.3215252161026,4.361780643463135,1416.0,0.0,0.0031321996357291937,104.8482437133789,309.2845153808594,283.7508239746094,290.9839172363281,2859.0,0.0,0.0
0.019951393827795982,-1.3080806732177734,4.362393379211426,1396.0,0.0,0.0031361838337033987,104.73102569580078,309.3453674316406,283.59747314453125,290.85809326171875,2586.0,0.0,0.0
0.014769548550248146,-1.2954931259155273,4.364190101623535,1382.0,0.0,0.0031411799136549234,104.608154296875,309.41558837890625,283.4590148925781,290.7300109863281,2418.0,0.0,0.0
0.00453775841742754,-1.281266689300537,4.366980075836182,1374.0,0.0,0.0031470400281250477,104.48133850097656,309.4938049316406,283.3338623046875,290.6010437011719,2174.0,0.0,0.0
0.0,-1.2671105861663818,4.370572090148926,1364.0,0.0,0.003153617028146982,104.3522720336914,309.57867431640625,283.2204895019531,290.47247314453125,2032.0,0.0,0.0
0.0006695285555906594,-1.2549030780792236,4.37477445602417,1355.0,0.0,0.0031607630662620068,104.22265625,309.66888427734375,283.1173095703125,290.3455810546875,1918.0,0.0,0.0
0.0,-1.2465002536773682,4.379396915435791,1347.0,0.0,0.003168330993503332,104.09417724609375,309.7630615234375,283.02276611328125,290.2217102050781,1918.0,0.0,0.0
0.0,-1.241834044456482,4.384247779846191,1340.0,0.0,0.003176172962412238,103.96853637695312,309.85986328125,282.9353332519531,290.1021423339844,1910.0,0.0,0.0
0.0,-1.2398877143859863,4.38913631439209,1335.0,0.0,0.003184141591191292,103.8474349975586,309.95794677734375,282.85345458984375,289.98822021484375,1947.0,0.0,0.0
1.934101601364091e-05,-1.2402273416519165,4.393870830535889,1329.0,0.0,0.0031920892652124166,103.7325668334961,310.0559997558594,282.7755432128906,289.8812561035156,2104.0,0.0,0.0
0.5956021547317505,-1.2424196004867554,4.398261070251465,1328.0,0.0,0.0031998686026781797,103.62562561035156,310.1526794433594,282.7000732421875,289.78253173828125,2106.0,0.0,0.0
0.26485294103622437,-1.2468125820159912,4.402115345001221,1329.0,0.0,0.003207332221791148,103.5283203125,310.24658203125,282.62548828125,289.693359375,2257.0,0.0,0.0
0.0,-1.2563384771347046,4.405242919921875,1329.0,0.0,0.0032143322750926018,103.44233703613281,310.3364562988281,282.55023193359375,289.6150817871094,2226.0,0.0,0.0
0.34880298376083374,-1.267924189567566,4.40745210647583,1330.0,0.0,0.0032207216136157513,103.36936950683594,310.4208679199219,282.4727478027344,289.5489501953125,4861.0,0.0,0.0
0.7172446846961975,-1.2775607109069824,4.408552646636963,1331.0,0.0,0.0032263523899018764,103.31112670898438,310.49853515625,282.3914489746094,289.496337890625,3412.0,0.0,0.0
0.4079463481903076,-1.2812389135360718,4.408352851867676,1332.0,0.0,0.003231077454984188,103.26929473876953,310.568115234375,282.3048400878906,289.4585266113281,3776.0,0.0,0.0
0.0,-1.2756811380386353,4.406661510467529,1333.0,0.0,0.003234748961403966,103.2455825805664,310.62823486328125,282.2113342285156,289.43682861328125,6519.0,0.0,0.0
0.0,-1.2628793716430664,4.403848171234131,1336.0,0.0,0.0032373510766774416,103.24246215820312,310.6783447265625,282.11492919921875,289.433837890625,6519.0,0.0,0.0
0.689384400844574,-1.247096061706543,4.401012897491455,1341.0,0.0,0.0032391531858593225,103.26129150390625,310.719970703125,282.0264587402344,289.45196533203125,2517.0,0.0,0.0
3.5595109462738037,-1.2326014041900635,4.39811897277832,1346.0,0.0,0.0032402556389570236,103.29991149902344,310.7542419433594,281.9452209472656,289.48919677734375,4830.0,0.0,0.0
10.233177185058594,-1.2235296964645386,4.39508581161499,1351.0,0.0,0.0032407506369054317,103.3561019897461,310.7822570800781,281.8700256347656,289.54351806640625,6014.0,0.0,0.0
0.39386647939682007,-1.219160556793213,4.391833305358887,1356.0,0.0,0.00324073014780879,103.42761993408203,310.8050537109375,281.7997741699219,289.6128234863281,3128.0,0.0,0.0
0.3725215196609497,-1.2173857688903809,4.38828182220459,1363.0,0.0,0.0032402861397713423,103.51222229003906,310.8236999511719,281.7332763671875,289.69500732421875,2485.0,0.0,0.0
0.6077394485473633,-1.2172205448150635,4.3843512535095215,1373.0,0.0,0.0032395105808973312,103.60767364501953,310.8392639160156,281.66937255859375,289.78802490234375,2145.0,0.0,0.0
0.17956474423408508,-1.2176798582077026,4.379961013793945,1381.0,0.0,0.0032384959049522877,103.71173858642578,310.8528137207031,281.6069030761719,289.8897705078125,2183.0,0.0,0.0
0.0,-1.2179646492004395,4.375030994415283,1392.0,0.0,0.003237333847209811,103.82217407226562,310.86541748046875,281.5447082519531,289.9981689453125,2188.0,0.0,0.0
0.0,-1.218503713607788,4.369482040405273,1403.0,0.0,0.0032361166086047888,103.93675231933594,310.8781433105469,281.4816589355469,290.11114501953125,2246.0,0.0,0.0
0.0,-1.2198138236999512,4.3632330894470215,1415.0,0.0,0.0032349363900721073,104.05323028564453,310.89208984375,281.4165954589844,290.22662353515625,2272.0,0.0,0.0
0.0,-1.2223589420318604,4.356204032897949,1429.0,0.0,0.0032338849268853664,104.16936492919922,310.90826416015625,281.34832763671875,290.342529296875,2272.0,0.0,0.0
0.0,-1.226603627204895,4.348315238952637,1445.0,0.0,0.003233054419979453,104.28292846679688,310.92779541015625,281.2757568359375,290.4567565917969,2290.0,0.0,0.0
0.0,-1.2348377704620361,4.339486598968506,1466.0,0.0,0.003232537070289254,104.39167785644531,310.9516906738281,281.1976623535156,290.5672302246094,2341.0,0.0,0.0
0.0,-1.2469450235366821,4.32963752746582,1487.0,0.0,0.0032324246130883694,104.49337005615234,310.9810485839844,281.1129150390625,290.671875,2354.0,0.0,0.0
0.0,-1.2589166164398193,4.31868839263916,1551.0,0.0,0.003232809482142329,104.58578491210938,311.0169677734375,281.0203857421875,290.76861572265625,2717.0,0.0,0.0
0.0,-1.2667356729507446,4.306559085845947,1677.0,0.0,0.003233783645555377,104.66666412353516,311.0604553222656,280.91888427734375,290.8553771972656,2509.0,0.0,0.0
0.0,-1.2664966583251953,4.293169021606445,1678.0,0.0,0.0032354388386011124,104.7337875366211,311.11260986328125,280.8072509765625,290.9300537109375,2346.0,0.0,0.0
0.0,-1.2578492164611816,4.278438568115234,1650.0,0.0,0.0032378677278757095,104.78490447998047,311.1745300292969,280.6843566894531,290.9906005859375,2291.0,0.0,0.0
0.0,-1.2437572479248047,4.262287616729736,1813.0,0.0,0.0032411618158221245,104.81777954101562,311.2472229003906,280.5490417480469,291.0348815917969,2444.0,0.0,0.0
0.0,-1.2271777391433716,4.244378089904785,1941.0,0.0,0.0032454535830765963,104.83280181884766,311.33270263671875,280.3990478515625,291.0633544921875,2689.0,0.0,0.0
0.0,-1.2110676765441895,4.224220275878906,1902.0,0.0,0.00325081218034029,104.83524322509766,311.43267822265625,280.2325134277344,291.0810241699219,2670.0,0.0,0.0
0.0,-1.1961820125579834,4.202010631561279,1807.0,0.0,0.00325712189078331,104.82636260986328,311.5456237792969,280.0510559082031,291.0890197753906,2670.0,0.0,0.0
0.0,-1.1786295175552368,4.177967548370361,1704.0,0.0,0.0032642625737935305,104.80724334716797,311.66986083984375,279.85650634765625,291.08831787109375,3147.0,0.0,0.0
0.0013982105301693082,-1.1613374948501587,4.152309417724609,1635.0,0.0,0.00327211432158947,104.77896118164062,311.8038024902344,279.650634765625,291.07989501953125,2578.0,0.0,0.0
0.018065474927425385,-1.1477798223495483,4.1252546310424805,1594.0,0.0,0.003280556295067072,104.74259185791016,311.9458312988281,279.4352722167969,291.0647277832031,2500.0,0.0,0.0
0.016315383836627007,-1.1414315700531006,4.097022533416748,1550.0,0.0,0.0032894688192754984,104.69921875,312.09423828125,279.2121887207031,291.0438232421875,2712.0,0.0,0.0
0.027092210948467255,-1.145660400390625,4.067830562591553,1507.0,0.0,0.0032987315207719803,104.64991760253906,312.24749755859375,278.983154296875,291.0180969238281,2652.0,0.0,0.0
0.020600832998752594,-1.1578216552734375,4.037898063659668,1440.0,0.0,0.003308224258944392,104.59577178955078,312.40386962890625,278.75,290.98858642578125,2482.0,0.0,0.0
6.35954893368762e-06,-1.1726150512695312,4.007443428039551,1414.0,0.0,0.0033178264275193214,104.53785705566406,312.56182861328125,278.5144958496094,290.95623779296875,2299.0,0.0,0.0
0.0,-1.1847405433654785,3.9766852855682373,1389.0,0.0,0.00332741835154593,104.47725677490234,312.71966552734375,278.2784729003906,290.92205810546875,2218.0,0.0,0.0
0.0,-1.1893813610076904,3.9458420276641846,1366.0,0.0,0.003336879424750805,104.41504669189453,312.8757629394531,278.0436706542969,290.8869934082031,2193.0,0.0,0.0
0.0,-1.1881766319274902,3.9151322841644287,1343.0,0.0,0.003346089506521821,104.35230255126953,313.0285339355469,277.8119201660156,290.8520202636719,2177.0,0.0,0.0
0.0,-1.183695912361145,3.8847744464874268,1323.0,0.0,0.0033549286890774965,104.29010009765625,313.1763000488281,277.5849914550781,290.818115234375,2177.0,0.0,0.0
0.0,-1.1777937412261963,3.854987382888794,1303.0,0.0,0.0033632763661444187,104.22953033447266,313.31744384765625,277.36468505859375,290.7862854003906,2127.0,0.0,0.0
0.0,-1.172324538230896,3.8259894847869873,1284.0,0.0,0.003371012397110462,104.17166900634766,313.4503479003906,277.1528015136719,290.7574768066406,2189.0,0.0,0.0
0.0,-1.167936086654663,3.797999143600464,1264.0,0.0,0.003378016874194145,104.11758422851562,313.5733947753906,276.9511413574219,290.732666015625,2240.0,0.0,0.0
0.0,-1.1629852056503296,3.771235227584839,1244.0,0.0,0.003384169191122055,104.06837463378906,313.6849060058594,276.7615051269531,290.7128601074219,2182.0,0.0,0.0
0.0,-1.1580557823181152,3.7459161281585693,1228.0,0.0,0.0033893492072820663,104.02510070800781,313.7832946777344,276.58563232421875,290.6990051269531,2148.0,0.0,0.0
