elevation,pdsi,pr,NDVI,FireMask,th,sph,vs,erc,population,PrevFireMask,tmmn,tmmx
91.0,2.3109896183013916,6.0243510233704e-05,5154.0,0.0,284.572265625,0.005927403923124075,1.7365765571594238,52.5086669921875,5.930559158325195,0.0,281.3277587890625,288.3775329589844
92.0,2.3505163192749023,5.551303911488503e-05,4886.0,0.0,284.63763427734375,0.005926020909100771,1.7445883750915527,52.59257507324219,4.796093940734863,0.0,281.324951171875,288.399658203125
94.0,2.395787239074707,4.7893296141410246e-05,5064.0,0.0,284.6912536621094,0.0059255873784422874,1.7536834478378296,52.67219161987305,4.630860328674316,0.0,281.3249206542969,288.4195556640625
96.0,2.439760684967041,3.706727875396609e-05,3639.0,0.0,284.73431396484375,0.005926176905632019,1.7638721466064453,52.746559143066406,2.460484027862549,0.0,281.32794189453125,288.4365539550781
98.0,2.4736011028289795,2.271797893627081e-05,5131.0,0.0,284.7679748535156,0.005927863530814648,1.775165319442749,52.814735412597656,1.5145798921585083,0.0,281.3342590332031,288.4499816894531
102.0,2.488471746444702,4.5283986764843576e-06,4753.0,0.0,284.7933654785156,0.005930720362812281,1.7875734567642212,52.87575912475586,0.9492814540863037,0.0,281.3442077636719,288.4591369628906
104.0,2.4786295890808105,-1.9006727598025464e-05,4246.0,0.0,284.7997131347656,0.005935210734605789,1.80189049243927,52.92374801635742,0.23057638108730316,0.0,281.3589172363281,288.463134765625
105.0,2.4490737915039062,-5.014898852095939e-05,4246.0,0.0,284.7638244628906,0.00594208063557744,1.8196266889572144,52.94927215576172,0.22125540673732758,0.0,281.3799743652344,288.4614562988281
107.0,2.405730724334717,-8.805099059827626e-05,4471.0,0.0,284.68963623046875,0.0059510827995836735,1.8404346704483032,52.95546340942383,0.26469868421554565,0.0,281.40679931640625,288.4549560546875
108.0,2.354480743408203,-0.0001317617279710248,5052.0,0.0,284.58197021484375,0.005961939692497253,1.8639020919799805,52.94588088989258,0.28303584456443787,0.0,281.4385681152344,288.44451904296875
108.0,2.3006856441497803,-0.00018033017113339156,6238.0,0.0,284.4457092285156,0.0059743705205619335,1.8896164894104004,52.924076080322266,1.0330393314361572,0.0,281.474609375,288.4309997558594
110.0,2.234902858734131,-0.00023280532332137227,6171.0,0.0,284.28570556640625,0.005988097283989191,1.9171655178070068,52.89360809326172,14.370262145996094,0.0,281.51416015625,288.415283203125
111.0,2.1591556072235107,-0.00028823615866713226,5993.0,0.0,284.1068115234375,0.006002840120345354,1.9461368322372437,52.858028411865234,14.258041381835938,0.0,281.55645751953125,288.39825439453125
112.0,2.0837604999542236,-0.00034567166585475206,4400.0,0.0,283.91387939453125,0.0060183205641806126,1.9761179685592651,52.820892333984375,980.4552001953125,0.0,281.6007995605469,288.3807373046875
115.0,2.0190346240997314,-0.00040416084812022746,4614.0,0.0,283.7117919921875,0.0060342587530612946,2.0066964626312256,52.78575897216797,758.2872314453125,0.0,281.6463928222656,288.3636169433594
116.0,1.9690407514572144,-0.00046275267959572375,4614.0,0.0,283.50543212890625,0.006050375755876303,2.0374603271484375,52.75618362426758,23.77151107788086,0.0,281.69256591796875,288.3478088378906
117.0,1.9171534776687622,-0.0005204961635172367,3361.0,0.0,283.29962158203125,0.006066392175853252,2.0679967403411865,52.7357177734375,7.774658203125,0.0,281.738525390625,288.3341369628906
121.0,1.8750895261764526,-0.0005764401867054403,3360.0,0.0,283.0992126464844,0.006082029081881046,2.097893476486206,52.72792053222656,8.716615676879883,0.0,281.7835693359375,288.323486328125
128.0,1.8583984375,-0.0006296338979154825,4299.0,0.0,282.9090881347656,0.0060970070771873,2.1267380714416504,52.73634338378906,1.194886326789856,0.0,281.826904296875,288.31671142578125
134.0,1.8826295137405396,-0.0006791261839680374,4832.0,0.0,282.734130859375,0.006111047696322203,2.154118299484253,52.76454544067383,0.0,0.0,281.86785888671875,288.3147277832031
141.0,1.9693474769592285,-0.0007239660480991006,4489.0,0.0,282.57916259765625,0.006123870611190796,2.179621696472168,52.81608200073242,0.034187983721494675,0.0,281.9056396484375,288.318359375
146.0,2.110938310623169,-0.000763202493544668,3899.0,0.0,282.4490661621094,0.006135197356343269,2.202836036682129,52.894508361816406,0.12058840692043304,0.0,281.93951416015625,288.3284912109375
154.0,2.272857666015625,-0.0007958844653330743,3437.0,0.0,282.3487243652344,0.006144749000668526,2.223348617553711,53.003379821777344,0.20056530833244324,0.0,281.96875,288.3459777832031
164.0,2.420482635498047,-0.0008210609667003155,3437.0,0.0,282.2829284667969,0.006152245681732893,2.2407472133636475,53.1462516784668,0.5606657862663269,0.0,281.99261474609375,288.3717346191406
175.0,2.520800828933716,-0.0008377810008823872,4308.0,0.0,282.256591796875,0.006157408468425274,2.254619598388672,53.32667541503906,0.5594177842140198,0.0,282.0103759765625,288.4066162109375
184.0,2.5794289112091064,-0.0008450935711152852,5343.0,0.0,282.27459716796875,0.006159958429634571,2.2645530700683594,53.548213958740234,0.6082655191421509,0.0,282.0212707519531,288.4514465332031
194.0,2.6148104667663574,-0.000842043780721724,6023.0,0.0,282.3384094238281,0.006160586141049862,2.269990921020508,53.82061004638672,0.01657642237842083,0.0,282.0292053222656,288.51068115234375
202.0,2.639679193496704,-0.000828719581477344,6096.0,0.0,282.441162109375,0.006161192897707224,2.2706949710845947,54.15544891357422,2.3125109672546387,0.0,282.04315185546875,288.5909423828125
213.0,2.66676926612854,-0.0008061350672505796,4027.0,0.0,282.5790710449219,0.006161658558994532,2.2671663761138916,54.546295166015625,1.0750949382781982,0.0,282.06195068359375,288.6898498535156
213.0,2.7038354873657227,-0.0007753205136395991,2601.0,0.0,282.7486267089844,0.006161789409816265,2.259925127029419,54.98612976074219,3.4545416831970215,0.0,282.0840148925781,288.8046569824219
222.0,2.741107702255249,-0.0007373061962425709,3751.0,0.0,282.9462585449219,0.006161389872431755,2.2494912147521973,55.46794891357422,0.740715503692627,0.0,282.1077575683594,288.9325866699219
232.0,2.778167247772217,-0.0006931223324500024,4271.0,0.0,283.16839599609375,0.006160265766084194,2.236384630203247,55.98473358154297,1.4192352294921875,0.0,282.13165283203125,289.0709228515625
241.0,2.815779447555542,-0.000643799256067723,4271.0,0.0,283.4115295410156,0.0061582219786942005,2.2211251258850098,56.52946853637695,0.0,0.0,282.15411376953125,289.2169494628906
255.0,2.854710817337036,-0.0005903671844862401,2354.0,0.0,283.6720886230469,0.006155063863843679,2.204232931137085,57.09514617919922,0.0,0.0,282.1735534667969,289.3678894042969
268.0,2.897705078125,-0.0005338564515113831,2587.0,0.0,283.9465026855469,0.006150596309453249,2.186228036880493,57.67475128173828,0.0,0.0,282.18841552734375,289.5210266113281
273.0,2.9439280033111572,-0.00047529718722216785,2610.0,0.0,284.2312316894531,0.006144625134766102,2.1676299571990967,58.26127243041992,0.0,0.0,282.1971740722656,289.6736145019531
290.0,2.9889931678771973,-0.00041571978363208473,2637.0,0.0,284.52276611328125,0.006136954762041569,2.148959159851074,58.847694396972656,0.0,0.0,282.19818115234375,289.8229064941406
297.0,3.0285139083862305,-0.0003561544290278107,2871.0,0.0,284.8175048828125,0.006127391010522842,2.130735397338867,59.427005767822266,0.0,0.0,282.18994140625,289.9661865234375
307.0,3.058408737182617,-0.00029763145721517503,2783.0,0.0,285.1119079589844,0.006115739233791828,2.113478422164917,59.99219512939453,0.0,0.0,282.1708679199219,290.1006774902344
314.0,3.0795233249664307,-0.00024118105648085475,2875.0,0.0,285.4024353027344,0.006101803854107857,2.0977084636688232,60.53624725341797,0.0,0.0,282.1393737792969,290.2236633300781
323.0,3.094386100769043,-0.00018783353152684867,2875.0,0.0,285.685546875,0.006085390690714121,2.0839455127716064,61.05215072631836,0.0,0.0,282.0939025878906,290.3324279785156
336.0,3.1050992012023926,-0.00013861915795132518,2813.0,0.0,285.9576416015625,0.006066305097192526,2.072709321975708,61.53289031982422,0.0,0.0,282.0328674316406,290.4241638183594
346.0,3.113764762878418,-9.456817497266456e-05,2677.0,0.0,286.2152404785156,0.00604435196146369,2.0645198822021484,61.97145462036133,0.0,0.0,281.9547424316406,290.4962158203125
344.0,3.129295587539673,-5.671085818903521e-05,2528.0,0.0,286.4547424316406,0.006019336637109518,2.0598971843719482,62.36083221435547,0.0,0.0,281.8579406738281,290.5457763671875
339.0,3.1590118408203125,-2.6077472284669057e-05,2489.0,0.0,286.672607421875,0.005991064477711916,2.059361219406128,62.694007873535156,0.0,0.0,281.74090576171875,290.5701599121094
341.0,3.1818604469299316,-3.6982837627874687e-06,2488.0,0.0,286.86529541015625,0.005959339905530214,2.063431739807129,62.96397018432617,0.0,0.0,281.6020202636719,290.56658935546875
320.0,3.1756348609924316,1.0767637832032051e-05,2432.0,0.0,287.03912353515625,0.0059227105230093,2.0704517364501953,63.170692443847656,0.0,0.0,281.4346008300781,290.5329895019531
334.0,3.11814284324646,2.0069977836101316e-05,2441.0,0.0,287.21356201171875,0.005878765601664782,2.0761666297912598,63.32835006713867,0.02889353036880493,0.0,281.2287292480469,290.4709777832031
356.0,2.9977285861968994,2.471718289598357e-05,2441.0,0.0,287.3880920410156,0.0058282529935240746,2.0809571743011475,63.4414176940918,0.6043545603752136,0.0,280.9883728027344,290.3831481933594
359.0,2.8308908939361572,2.5121356884483248e-05,2364.0,0.0,287.5615539550781,0.005772027652710676,2.0853755474090576,63.51390075683594,1.0074552297592163,0.0,280.7178039550781,290.2721252441406
384.0,2.638718843460083,2.1694608221878298e-05,2325.0,0.0,287.732666015625,0.005710944067686796,2.0899744033813477,63.549808502197266,0.8859662413597107,0.0,280.42144775390625,290.14056396484375
397.0,2.4423022270202637,1.4849041690467857e-05,2386.0,0.0,287.9002685546875,0.005645857658237219,2.0953056812286377,63.55315017700195,0.9474135637283325,0.0,280.10357666015625,289.9909973144531
437.0,2.25642728805542,4.996763436793117e-06,2478.0,0.0,288.0630798339844,0.005577623378485441,2.101922035217285,63.52792739868164,0.94985431432724,0.0,279.76861572265625,289.82611083984375
489.0,2.056131362915039,-7.450120847352082e-06,2487.0,0.0,288.2199401855469,0.00550709618255496,2.11037540435791,63.47815704345703,0.9498543739318848,0.0,279.4208679199219,289.6485290527344
515.0,1.8499919176101685,-2.20795063796686e-05,2670.0,0.0,288.36956787109375,0.005435131024569273,2.121218681335449,63.407840728759766,0.9498543739318848,0.0,279.0646667480469,289.4608154296875
561.0,1.6550933122634888,-3.847928383038379e-05,2692.0,0.0,288.51080322265625,0.0053625828586518764,2.1350035667419434,63.320987701416016,0.9498542547225952,0.0,278.70440673828125,289.265625
595.0,1.4885196685791016,-5.623735341941938e-05,2692.0,0.0,288.6423645019531,0.00529030617326498,2.152282953262329,63.22160339355469,0.94985431432724,0.0,278.34442138671875,289.0655517578125
641.0,1.3603951930999756,-7.49415994505398e-05,2656.0,0.0,288.7630920410156,0.005219156853854656,2.1736087799072266,63.11370086669922,0.5891680717468262,0.0,277.9890441894531,288.8632507324219
