tmmx,tmmn,PrevFireMask,pr,pdsi,FireMask,vs,elevation,population,erc,sph,th,NDVI
278.52581787109375,269.0406494140625,0.0,0.0,1.900895595550537,0.0,6.396055221557617,122.0,7.064864635467529,29.064105987548828,0.0014393528690561652,75.82451629638672,7220.0
278.52642822265625,269.03662109375,0.0,0.0,1.9625152349472046,0.0,6.381991863250732,124.0,7.064864635467529,29.025962829589844,0.0014418675564229488,75.73806762695312,7111.0
278.5271301269531,269.0328063964844,0.0,0.0,2.0258865356445312,0.0,6.367720127105713,120.0,7.064864635467529,28.98672866821289,0.0014443817781284451,75.6474609375,7261.0
278.5279235839844,269.02923583984375,0.0,0.0,2.079737424850464,0.0,6.353368759155273,124.0,7.0648651123046875,28.94658088684082,0.0014469136949628592,75.55363464355469,5510.0
278.52874755859375,269.0259704589844,0.0,0.0,2.1201772689819336,0.0,6.339066028594971,109.0,6.017630577087402,28.905698776245117,0.001449481351301074,75.45752716064453,5026.0
278.5296325683594,269.0229797363281,0.0,0.0,2.1568098068237305,0.0,6.324940204620361,84.0,5.539238929748535,28.864259719848633,0.0014521029079332948,75.36009216308594,4373.0
278.53057861328125,269.02032470703125,0.0,0.0,2.1867012977600098,0.0,6.311119079589844,79.0,5.312618255615234,28.82244300842285,0.0014547965256497264,75.26227569580078,4373.0
278.53155517578125,269.0180358886719,0.0,0.0,2.206331968307495,0.0,6.297731876373291,80.0,2.4289915561676025,28.780424118041992,0.001457580248825252,75.16500091552734,4838.0
278.5325927734375,269.01611328125,0.0,0.0,2.2121362686157227,0.0,6.284905910491943,99.0,4.918135643005371,28.73838233947754,0.0014604723546653986,75.0692367553711,5598.0
278.5336608886719,269.0146179199219,0.0,0.0,2.1996910572052,0.0,6.272770404815674,104.0,7.577127456665039,28.69649887084961,0.001463491003960371,74.97590637207031,6055.0
278.5347900390625,269.0135498046875,0.0,0.0,2.1728813648223877,0.0,6.261453151702881,112.0,7.321885108947754,28.65494728088379,0.0014666542410850525,74.8859634399414,7191.0
278.5359191894531,269.012939453125,0.0,0.0,2.138887405395508,0.0,6.251082420349121,113.0,6.613550662994385,28.613906860351562,0.0014699801104143262,74.80034637451172,6900.0
278.5370788574219,269.0127868652344,0.0,0.0,2.104889392852783,0.0,6.241786956787109,112.0,10.765039443969727,28.573556900024414,0.001473486889153719,74.72000122070312,6722.0
278.53826904296875,269.01318359375,0.0,0.0,2.0780045986175537,0.0,6.233694553375244,116.0,10.712785720825195,28.534076690673828,0.0014771927380934358,74.6458740234375,6720.0
278.53948974609375,269.01409912109375,0.0,0.0,2.059185028076172,0.0,6.226934432983398,122.0,9.339678764343262,28.495641708374023,0.0014811157016083598,74.57890319824219,6458.0
278.5406188964844,269.0157470703125,0.0,0.0,2.040518045425415,0.0,6.221472263336182,131.0,12.104079246520996,28.457908630371094,0.0014852640451863408,74.51863861083984,6015.0
278.54150390625,269.0183410644531,0.0,0.0,2.0134880542755127,0.0,6.216983795166016,127.0,7.298866271972656,28.41985511779785,0.001489616697654128,74.46226501464844,6004.0
278.5422058105469,269.0218505859375,0.0,0.0,1.9695792198181152,0.0,6.213401794433594,130.0,1.4578630924224854,28.381513595581055,0.001494158641435206,74.40939331054688,6286.0
278.542724609375,269.026123046875,0.0,0.0,1.8998245000839233,0.0,6.210670471191406,126.0,3.9857969284057617,28.342960357666016,0.0014988752081990242,74.35971069335938,6286.0
278.5431823730469,269.03106689453125,0.0,0.0,1.807485818862915,0.0,6.208733081817627,124.0,6.709278106689453,28.30426597595215,0.00150375219527632,74.31292724609375,6560.0
278.5435485839844,269.03662109375,0.0,0.0,1.7058206796646118,0.0,6.207534313201904,125.0,7.297469139099121,28.2655086517334,0.0015087748179212213,74.26873016357422,6369.0
278.5439453125,269.04266357421875,0.0,0.0,1.6081748008728027,0.0,6.20701789855957,110.0,6.825283050537109,28.226760864257812,0.0015139286406338215,74.22681427001953,7394.0
278.54437255859375,269.049072265625,0.0,0.0,1.5271849632263184,0.0,6.207127571105957,117.0,6.830983638763428,28.188098907470703,0.0015191991114988923,74.1868896484375,6918.0
278.5448913574219,269.0557861328125,0.0,0.0,1.45418381690979,0.0,6.207807540893555,125.0,6.830983638763428,28.149593353271484,0.0015245717950165272,74.14864349365234,5960.0
278.5455627441406,269.0626525878906,0.0,0.0,1.386475920677185,0.0,6.2090020179748535,138.0,6.906247138977051,28.1113224029541,0.0015300321392714977,74.11177825927734,5053.0
278.5464172363281,269.06964111328125,0.0,0.0,1.3297898769378662,0.0,6.210653781890869,142.0,4.500962257385254,28.073360443115234,0.0015355655923485756,74.07599639892578,6455.0
278.54754638671875,269.0765686035156,0.0,0.0,1.2898544073104858,0.0,6.212707996368408,130.0,4.397679805755615,28.035778045654297,0.0015411576023325324,74.04098510742188,5662.0
278.5489501953125,269.0834045410156,0.0,0.0,1.272983431816101,0.0,6.215108394622803,121.0,4.397679805755615,27.998653411865234,0.0015467938501387835,74.0064468383789,6996.0
278.55072021484375,269.09002685546875,0.0,0.0,1.2809902429580688,0.0,6.217798233032227,136.0,4.397680282592773,27.962059020996094,0.0015524596674367785,73.97207641601562,6583.0
278.5528564453125,269.0963134765625,0.0,0.0,1.3047035932540894,0.0,6.220722198486328,133.0,5.541167259216309,27.926069259643555,0.0015581405023112893,73.93757629394531,6724.0
278.55548095703125,269.1022033691406,0.0,0.0,1.3341797590255737,0.0,6.2238240242004395,135.0,7.403125762939453,27.89076042175293,0.0015638218028470874,73.90264129638672,6724.0
278.5585632324219,269.1075439453125,0.0,0.0,1.359474778175354,0.0,6.227047443389893,129.0,7.172837257385254,27.856203079223633,0.001569489249959588,73.86697387695312,6959.0
278.56219482421875,269.1122741699219,0.0,0.0,1.3781459331512451,0.0,6.230336666107178,143.0,7.40809440612793,27.822477340698242,0.0015751281753182411,73.83026123046875,6823.0
278.5664367675781,269.1163024902344,0.0,0.0,1.3966975212097168,0.0,6.233635425567627,144.0,26.677379608154297,27.78965187072754,0.00158072414342314,73.7922134399414,6127.0
278.5713195800781,269.1195068359375,0.0,0.0,1.4164016246795654,0.0,6.236888408660889,137.0,32.241031646728516,27.75780487060547,0.0015862624859437346,73.75251770019531,5988.0
278.57684326171875,269.1219482421875,0.0,0.0,1.4385069608688354,0.0,6.240177631378174,115.0,83.86053466796875,27.726964950561523,0.0015918106073513627,73.71037292480469,5984.0
278.5828857421875,269.1239929199219,0.0,0.0,1.4649842977523804,0.0,6.243778228759766,112.0,1.7852693796157837,27.697038650512695,0.0015975272981449962,73.66482543945312,6984.0
278.58941650390625,269.12567138671875,0.0,0.0,1.5044595003128052,0.0,6.247690677642822,127.0,0.6288275718688965,27.66796875,0.00160339311696589,73.61640930175781,7265.0
278.596435546875,269.12701416015625,0.0,0.0,1.5495333671569824,0.0,6.251903057098389,146.0,2.5208165645599365,27.63969612121582,0.001609381870366633,73.56572723388672,7281.0
278.6038818359375,269.1280212402344,0.0,0.0,1.5878636837005615,0.0,6.256405830383301,139.0,3.610612630844116,27.612159729003906,0.0016154675977304578,73.51335144042969,7716.0
278.61175537109375,269.12872314453125,0.0,0.0,1.6071088314056396,0.0,6.261187553405762,125.0,3.772463321685791,27.58530616760254,0.0016216241056099534,73.45986938476562,7165.0
278.62005615234375,269.1291198730469,0.0,0.0,1.5957368612289429,0.0,6.266237735748291,134.0,5.297142505645752,27.5590763092041,0.0016278253169730306,73.40587615966797,6370.0
278.6286926269531,269.1292419433594,0.0,0.0,1.556078553199768,0.0,6.27154541015625,145.0,5.9632954597473145,27.533411026000977,0.0016340450383722782,73.3519515991211,6728.0
278.6376647949219,269.1291198730469,0.0,0.0,1.50154447555542,0.0,6.277100086212158,121.0,6.5736236572265625,27.50825309753418,0.001640257309190929,73.2986831665039,6728.0
278.64697265625,269.1287841796875,0.0,0.0,1.445827603340149,0.0,6.282891750335693,123.0,13.53512954711914,27.483545303344727,0.0016464359359815717,73.24665832519531,5794.0
278.6565856933594,269.1282043457031,0.0,0.0,1.402616262435913,0.0,6.2889084815979,111.0,6.268403053283691,27.459228515625,0.0016525548417121172,73.19646453857422,5885.0
278.6664733886719,269.12744140625,0.0,0.0,1.3751490116119385,0.0,6.295140266418457,109.0,6.268403053283691,27.435245513916016,0.0016585878329351544,73.14868927001953,7310.0
278.67657470703125,269.12652587890625,0.0,0.0,1.3549346923828125,0.0,6.301576137542725,111.0,6.268404006958008,27.411537170410156,0.001664508949033916,73.10391998291016,6383.0
278.6869201660156,269.12542724609375,0.0,0.0,1.337027668952942,0.0,6.308205604553223,110.0,11.082533836364746,27.38804817199707,0.0016702921129763126,73.06273651123047,4531.0
278.6974792480469,269.12420654296875,0.0,0.0,1.3164821863174438,0.0,6.3150177001953125,101.0,13.066107749938965,27.36471939086914,0.0016759110148996115,73.02572631835938,5102.0
278.70819091796875,269.12286376953125,0.0,0.0,1.2887263298034668,0.0,6.322001934051514,110.0,14.466516494750977,27.34149169921875,0.001681339694187045,72.99348449707031,6270.0
278.7190246582031,269.1214294433594,0.0,0.0,1.254819631576538,0.0,6.329147815704346,117.0,9.781087875366211,27.318307876586914,0.0016865520738065243,72.96659088134766,6617.0
278.7300109863281,269.1199035644531,0.0,0.0,1.2175755500793457,0.0,6.336443901062012,114.0,8.169977188110352,27.29511070251465,0.001691521960310638,72.94563293457031,7931.0
278.7410583496094,269.1183166503906,0.0,0.0,1.1793291568756104,0.0,6.3438801765441895,105.0,8.155059814453125,27.271841049194336,0.0016962232766672969,72.93119812011719,7569.0
278.752197265625,269.11669921875,0.0,0.0,1.1424157619476318,0.0,6.351446151733398,101.0,8.171503067016602,27.248443603515625,0.0017006299458444118,72.92387390136719,5893.0
