erc,elevation,th,NDVI,population,FireMask,pdsi,tmmx,sph,tmmn,vs,pr,PrevFireMask
62.4931640625,1311.0,170.3339080810547,7629.0,0.015185527503490448,0.0,0.09611757844686508,299.39996337890625,0.0036335831973701715,273.94775390625,3.0192463397979736,0.0,0.0
62.5593147277832,1251.0,171.0854034423828,7725.0,0.006069591268897057,0.0,0.0388573557138443,299.40447998046875,0.003638999769464135,273.9823913574219,3.0177605152130127,0.0,0.0
62.62983703613281,1326.0,171.83013916015625,7748.0,0.0,0.0,-0.0019700319971889257,299.4139099121094,0.0036448815371841192,274.0200500488281,3.016329765319824,0.0,0.0
62.70402908325195,1446.0,172.55714416503906,7775.0,0.0,0.0,-0.026653647422790527,299.427001953125,0.003651156323030591,274.0602722167969,3.014965534210205,0.0,0.0
62.78117370605469,1622.0,173.25547790527344,7775.0,0.0,0.0,-0.020136259496212006,299.44244384765625,0.003657751716673374,274.10260009765625,3.0136797428131104,0.0,0.0
62.860565185546875,1876.0,173.91421508789062,7290.0,0.0,0.0,0.0058719986118376255,299.4590148925781,0.003664595540612936,274.1465148925781,3.012484550476074,0.0,0.0
62.941497802734375,1979.0,174.5223846435547,7198.0,0.0,0.0,0.03252805396914482,299.4754333496094,0.0036716151516884565,274.1916198730469,3.0113914012908936,0.0,0.0
63.023258209228516,2053.0,175.069091796875,7106.0,0.0,0.0,0.040988825261592865,299.49041748046875,0.003678738372400403,274.2374267578125,3.0104122161865234,0.0,0.0
63.10513687133789,2150.0,175.54335021972656,6535.0,0.0,0.0,0.015559043735265732,299.502685546875,0.003685892792418599,274.2834167480469,3.009559154510498,0.0,0.0
63.18642807006836,2239.0,175.93423461914062,6535.0,0.0,0.0,-0.036532994359731674,299.5110168457031,0.003693006467074156,274.3291931152344,3.0088436603546143,0.0,0.0
63.26641845703125,2276.0,176.23080444335938,6465.0,0.0,0.0,-0.09831234812736511,299.5141296386719,0.0037000065203756094,274.374267578125,3.008277654647827,0.0,0.0
63.34440612792969,2372.0,176.42210388183594,6063.0,0.0,0.0,-0.15279386937618256,299.5107116699219,0.003706821007654071,274.41815185546875,3.007873296737671,0.0,0.0
63.419673919677734,2328.0,176.49722290039062,5090.0,0.0,0.0,-0.1830383837223053,299.4995422363281,0.003713377518579364,274.4604187011719,3.0076420307159424,0.0,0.0
63.491519927978516,2265.0,176.44517517089844,5090.0,0.0,0.0,-0.18348778784275055,299.4793395996094,0.003719603642821312,274.50054931640625,3.007596015930176,0.0,0.0
63.55923080444336,2134.0,176.25506591796875,5588.0,0.0,0.0,-0.16553325951099396,299.4488220214844,0.003725426970049739,274.5381164550781,3.007747173309326,0.0,0.0
63.624412536621094,2074.0,175.92019653320312,6896.0,0.0,0.0,-0.14039146900177002,299.4071044921875,0.0037309203762561083,274.573974609375,3.0080888271331787,0.0,0.0
63.69160461425781,1985.0,175.44993591308594,7780.0,0.0,0.0,-0.1192791536450386,299.35504150390625,0.003736370475962758,274.61077880859375,3.008584976196289,0.0,0.0
63.76056671142578,1872.0,174.85411071777344,7780.0,0.0,0.0,-0.11194736510515213,299.2938232421875,0.0037417919375002384,274.6484375,3.0092310905456543,0.0,0.0
63.83088684082031,1749.0,174.14234924316406,7172.0,0.0,0.0,-0.11390030384063721,299.2246398925781,0.003747188951820135,274.686767578125,3.0100231170654297,0.0,0.0
63.902137756347656,1809.0,173.3242950439453,7361.0,0.0,0.0,-0.12015306949615479,299.148681640625,0.003752565709874034,274.7255554199219,3.010958194732666,0.0,0.0
63.973907470703125,2013.0,172.40957641601562,6138.0,0.0,0.0,-0.1270383596420288,299.06707763671875,0.003757926169782877,274.76470947265625,3.0120320320129395,0.0,0.0
64.0457763671875,2254.0,171.40785217285156,6138.0,0.0,0.0,-0.130888894200325,298.9810485839844,0.0037632742896676064,274.803955078125,3.013241767883301,0.0,0.0
64.11732482910156,2381.0,170.32875061035156,6070.0,0.0,0.0,-0.1296156644821167,298.8917541503906,0.003768614260479808,274.8431396484375,3.0145833492279053,0.0,0.0
64.18814086914062,2329.0,169.18190002441406,6812.0,0.0,0.0,-0.12547387182712555,298.8003845214844,0.0037739500403404236,274.8821105957031,3.0160534381866455,0.0,0.0
64.25779724121094,2182.0,167.9769744873047,6885.0,0.0,0.0,-0.12006666511297226,298.7080993652344,0.0037792858202010393,274.920654296875,3.017648458480835,0.0,0.0
64.32587432861328,2152.0,166.7235870361328,6885.0,0.0,0.0,-0.11494944244623184,298.6160888671875,0.003784625558182597,274.9586181640625,3.019364833831787,0.0,0.0
64.3919677734375,2106.0,165.43138122558594,7149.0,0.0,0.0,-0.11140654981136322,298.5255432128906,0.003789973445236683,274.99578857421875,3.0211992263793945,0.0,0.0
