,FireMask,elevation,th,vs,tmmn,tmmx,sph,pr,pdsi,NDVI,population,erc,PrevFireMask
FireMask,1.0,-0.10062557282099106,-0.0360503562159149,0.027781689219064726,0.017028609032322933,0.046001470918197125,0.008498601444760976,-0.09720843225392865,-0.07615092354663226,-0.07982203696772076,0.01954366084189432,0.0227646317761712,0.0011852504809067726
elevation,-0.10062557282099106,1.0,0.05976087639997996,-0.13223793674256726,0.5665381322116032,-0.7034008397665967,0.38632697961988854,0.5659453046623029,0.22928423596599157,0.14441210790082587,0.0024154213905875264,-0.38547510461376466,0.045539734529895834
th,-0.0360503562159149,0.05976087639997996,1.0,0.7480456998512041,0.16307212647478836,0.32919908291481353,0.7605004519752746,0.14357743219500146,0.003110037167983728,0.058719425533938226,-0.006693211439531373,-0.5053798030985432,0.007218077493801726
vs,0.027781689219064726,-0.13223793674256726,0.7480456998512041,1.0,0.16316330601840984,0.41371383390707106,0.5445248746567035,-0.1955995701579934,-0.11065038754231499,-0.015797306763408677,0.08061244085469238,-0.11653837144523739,-0.007681241834145132
tmmn,0.017028609032322933,0.5665381322116032,0.16307212647478836,0.16316330601840984,1.0,-0.43758505663415165,0.5671167461546277,0.43274990630951216,-0.11518984851399533,0.014157253692781773,0.2261906895120429,-0.2868788321878577,0.03634531073267445
tmmx,0.046001470918197125,-0.7034008397665967,0.32919908291481353,0.41371383390707106,-0.43758505663415165,1.0,-0.1738874788843326,-0.5056001429558834,-0.035878776815182895,-0.08753930966751898,0.06834767253240699,0.07392292107221812,-0.039868982527044225
sph,0.008498601444760976,0.38632697961988854,0.7605004519752746,0.5445248746567035,0.5671167461546277,-0.1738874788843326,1.0,0.34756418965002767,-0.18858024714259777,0.04787161435623824,0.055931397037469584,-0.5887437457978232,0.02854234294649635
pr,-0.09720843225392865,0.5659453046623029,0.14357743219500146,-0.1955995701579934,0.43274990630951216,-0.5056001429558834,0.34756418965002767,1.0,0.17006056581984852,0.14964953377971602,-0.11438661932162213,-0.5256939301579318,0.03498029298756066
pdsi,-0.07615092354663226,0.22928423596599157,0.003110037167983728,-0.11065038754231499,-0.11518984851399533,-0.035878776815182895,-0.18858024714259777,0.17006056581984852,1.0,0.10031658138662333,-0.2708015751270089,-0.033684086597112736,0.01899877186526349
NDVI,-0.07982203696772076,0.14441210790082587,0.058719425533938226,-0.015797306763408677,0.014157253692781773,-0.08753930966751898,0.04787161435623824,0.14964953377971602,0.10031658138662333,1.0,-0.07742318721707304,-0.05258363163775925,0.019753679090964267
population,0.01954366084189432,0.0024154213905875264,-0.006693211439531373,0.08061244085469238,0.2261906895120429,0.06834767253240699,0.055931397037469584,-0.11438661932162213,-0.2708015751270089,-0.07742318721707304,1.0,-0.1074222202175299,-0.004894677640614158
erc,0.0227646317761712,-0.38547510461376466,-0.5053798030985432,-0.11653837144523739,-0.2868788321878577,0.07392292107221812,-0.5887437457978232,-0.5256939301579318,-0.033684086597112736,-0.05258363163775925,-0.1074222202175299,1.0,-0.031624389256258774
PrevFireMask,0.0011852504809067726,0.045539734529895834,0.007218077493801726,-0.007681241834145132,0.03634531073267445,-0.039868982527044225,0.02854234294649635,0.03498029298756066,0.01899877186526349,0.019753679090964267,-0.004894677640614158,-0.031624389256258774,1.0
