,FireMask,elevation,th,vs,tmmn,tmmx,sph,pr,pdsi,NDVI,population,erc,PrevFireMask
FireMask,1.0,-0.08181029402640828,-0.36618053781838417,0.07149581005267525,0.030590030242932876,0.14728189102350114,0.15301161462971383,,-0.015168782007074784,-0.06576180263648593,0.06282991370222686,0.03507758122179839,0.2884072542232276
elevation,-0.08181029402640828,1.0,0.41126116550226993,0.14979313083084064,-0.7151899354369975,-0.6843009068757965,-0.6539609214818257,,-0.6945722335085397,0.6292388402137461,-0.5198957062802566,-0.16337712040189098,-0.08548498840983972
th,-0.36618053781838417,0.41126116550226993,1.0,-0.17492140622339772,-0.41309903936674275,-0.6220579945868709,-0.04045411756635948,,-0.047908149654994014,0.264389567603734,-0.09895913230368789,-0.519608739485212,-0.321081678919437
vs,0.07149581005267525,0.14979313083084064,-0.17492140622339772,1.0,-0.21356461767124083,-0.08865189320097275,-0.4543678430384797,,-0.33558791197120996,0.2965378170571984,-0.299359416548193,0.27925987146703624,-0.016118742508345874
tmmn,0.030590030242932876,-0.7151899354369975,-0.41309903936674275,-0.21356461767124083,1.0,0.9012410089415251,0.5097065211758427,,0.5205639682717441,-0.5803505112121092,0.20147645428050795,0.5208846164150975,-0.014328806770778859
tmmx,0.14728189102350114,-0.6843009068757965,-0.6220579945868709,-0.08865189320097275,0.9012410089415251,1.0,0.43345478467445764,,0.43831143650504834,-0.5181593302479878,0.22618473365590577,0.604522084318639,0.029012711337208074
sph,0.15301161462971383,-0.6539609214818257,-0.04045411756635948,-0.4543678430384797,0.5097065211758427,0.43345478467445764,1.0,,0.689542484538239,-0.49403573929194905,0.5413158026286109,-0.342234228740834,0.09232965204876972
pr,,,,,,,,,,,,,
pdsi,-0.015168782007074784,-0.6945722335085397,-0.047908149654994014,-0.33558791197120996,0.5205639682717441,0.43831143650504834,0.689542484538239,,1.0,-0.4137632318494164,0.4693702930136144,-0.11677172385463314,0.00507482453694017
NDVI,-0.06576180263648593,0.6292388402137461,0.264389567603734,0.2965378170571984,-0.5803505112121092,-0.5181593302479878,-0.49403573929194905,,-0.4137632318494164,1.0,-0.2962972667241965,-0.10450727234734833,-0.03481078637513036
population,0.06282991370222686,-0.5198957062802566,-0.09895913230368789,-0.299359416548193,0.20147645428050795,0.22618473365590577,0.5413158026286109,,0.4693702930136144,-0.2962972667241965,1.0,-0.20918945587012824,-0.023441831732281943
erc,0.03507758122179839,-0.16337712040189098,-0.519608739485212,0.27925987146703624,0.5208846164150975,0.604522084318639,-0.342234228740834,,-0.11677172385463314,-0.10450727234734833,-0.20918945587012824,1.0,-0.062260501171620485
PrevFireMask,0.2884072542232276,-0.08548498840983972,-0.321081678919437,-0.016118742508345874,-0.014328806770778859,0.029012711337208074,0.09232965204876972,,0.00507482453694017,-0.03481078637513036,-0.023441831732281943,-0.062260501171620485,1.0
