,FireMask,elevation,th,vs,tmmn,tmmx,sph,pr,pdsi,NDVI,population,erc,PrevFireMask
FireMask,1.0,-0.0021076332491082434,-0.01246802316893154,-0.004542323283037233,0.0272539398457575,-0.00434605006310597,0.02107600618596523,0.03087544528766417,-0.0016823419566804566,0.02303407065694212,-0.009920575704649132,-0.001663649268272896,-0.00015454012493234918
elevation,-0.0021076332491082434,1.0,0.5420304882384787,0.6424366496136039,-0.18071297335427297,0.37959181626789534,-0.12061754138502219,-0.005135435936726424,-0.15436882035894214,-0.4281262953240454,-0.45414483189970445,0.9408710897560033,-0.026055063985569615
th,-0.01246802316893154,0.5420304882384787,1.0,0.8614238476253983,-0.0648586839025215,-0.014833923646013663,-0.4570270210251994,-0.0732671037550726,0.28753040671544894,-0.36460234699822175,-0.5505654772132621,0.6822988657933273,0.01832015689232881
vs,-0.004542323283037233,0.6424366496136039,0.8614238476253983,1.0,-0.15377006014703146,-0.2593299997388854,-0.5562334367037759,-0.02913472297833108,0.16735777428405113,-0.2044928972458878,-0.5763023792930029,0.667258262009904,0.007808135708433736
tmmn,0.0272539398457575,-0.18071297335427297,-0.0648586839025215,-0.15377006014703146,1.0,0.2278819616276351,0.7323569999126589,0.013220114447832974,0.4290190386444909,0.1009069808362937,0.02959806202598752,-0.15367324745652308,0.009553461067767588
tmmx,-0.00434605006310597,0.37959181626789534,-0.014833923646013663,-0.2593299997388854,0.2278819616276351,1.0,0.6173558486894637,-0.1795799206834166,-0.06862544793053743,-0.36437961227589283,0.017813357030890917,0.4585427836205075,-0.02660896588453378
sph,0.02107600618596523,-0.12061754138502219,-0.4570270210251994,-0.5562334367037759,0.7323569999126589,0.6173558486894637,1.0,-0.012342815750126556,0.10137530934255339,0.06587364542501892,0.23294008462533414,-0.14130337423694161,-0.009490109456057227
pr,0.03087544528766417,-0.005135435936726424,-0.0732671037550726,-0.02913472297833108,0.013220114447832974,-0.1795799206834166,-0.012342815750126556,1.0,-0.05286078296998858,0.08082054459801172,0.09242562021596935,-0.06876180873827853,-0.02157225648809094
pdsi,-0.0016823419566804566,-0.15436882035894214,0.28753040671544894,0.16735777428405113,0.4290190386444909,-0.06862544793053743,0.10137530934255339,-0.05286078296998858,1.0,-0.06215108880198335,-0.13386823130783823,-0.057154259941988486,0.007266846684756536
NDVI,0.02303407065694212,-0.4281262953240454,-0.36460234699822175,-0.2044928972458878,0.1009069808362937,-0.36437961227589283,0.06587364542501892,0.08082054459801172,-0.06215108880198335,1.0,0.2901933074766926,-0.46452450276384755,-0.0030761823721446708
population,-0.009920575704649132,-0.45414483189970445,-0.5505654772132621,-0.5763023792930029,0.02959806202598752,0.017813357030890917,0.23294008462533414,0.09242562021596935,-0.13386823130783823,0.2901933074766926,1.0,-0.43684959429222425,0.011722371025569101
erc,-0.001663649268272896,0.9408710897560033,0.6822988657933273,0.667258262009904,-0.15367324745652308,0.4585427836205075,-0.14130337423694161,-0.06876180873827853,-0.057154259941988486,-0.46452450276384755,-0.43684959429222425,1.0,-0.020680447983811988
PrevFireMask,-0.00015454012493234918,-0.026055063985569615,0.01832015689232881,0.007808135708433736,0.009553461067767588,-0.02660896588453378,-0.009490109456057227,-0.02157225648809094,0.007266846684756536,-0.0030761823721446708,0.011722371025569101,-0.020680447983811988,1.0
