,FireMask,elevation,th,vs,tmmn,tmmx,sph,pr,pdsi,NDVI,population,erc,PrevFireMask
FireMask,1.0,0.054264290066305745,0.01605823492349667,0.011930040314070996,-0.033936025956725215,0.03871080652826379,-0.05318159144067203,-0.0033105180567643837,-0.059362830585704095,-0.02059124495589885,-0.04081537662824299,0.08200158458063596,0.37165501223558045
elevation,0.054264290066305745,1.0,0.15046931481137882,-0.15384689391078055,-0.09658416040188149,-0.0704098725916143,0.0217095087630435,0.26005765097350225,0.1670286677497557,-0.1146809933667795,0.10460165172596032,-0.047991875747407736,-0.00012123732468225018
th,0.01605823492349667,0.15046931481137882,1.0,-0.9147135313889496,-0.2972237639456091,-0.04218531586052447,0.31565998842322635,-0.07108548118941996,-0.023157592266105982,0.2082944099744928,-0.5697632298116514,-0.585292110298229,0.006779614582941221
vs,0.011930040314070996,-0.15384689391078055,-0.9147135313889496,1.0,0.5420444517940858,-0.26495743998137666,-0.07434563217947213,-0.02153223227002575,-0.1126704426207604,-0.2158908832983299,0.5675004821356603,0.7932596005355201,0.006543082020368033
tmmn,-0.033936025956725215,-0.09658416040188149,-0.2972237639456091,0.5420444517940858,1.0,-0.6698590189835776,0.651461006179434,-0.09151358056892804,-0.48793084592635344,-0.019027757665797482,0.27907688432009925,0.5303558992153997,-0.027795533164259336
tmmx,0.03871080652826379,-0.0704098725916143,-0.04218531586052447,-0.26495743998137666,-0.6698590189835776,1.0,-0.6856402967575679,0.007520567922639092,0.026465728431211904,-0.06474234048908133,-0.1076623189703849,-0.4274966367417935,0.01709539173887508
sph,-0.05318159144067203,0.0217095087630435,0.31565998842322635,-0.07434563217947213,0.651461006179434,-0.6856402967575679,1.0,-0.13392193963340165,-0.3894400615682816,0.08859886231156974,0.0820921227840065,0.03498901883328309,-0.030669403451766507
pr,-0.0033105180567643837,0.26005765097350225,-0.07108548118941996,-0.02153223227002575,-0.09151358056892804,0.007520567922639092,-0.13392193963340165,1.0,0.15525964441981455,-0.030848068634354093,0.005611946770347005,0.0290988398769006,-0.0015401375534700007
pdsi,-0.059362830585704095,0.1670286677497557,-0.023157592266105982,-0.1126704426207604,-0.48793084592635344,0.026465728431211904,-0.3894400615682816,0.15525964441981455,1.0,0.12575625559910103,-0.039133503869564226,-0.16965728209426828,-0.01989534519172626
NDVI,-0.02059124495589885,-0.1146809933667795,0.2082944099744928,-0.2158908832983299,-0.019027757665797482,-0.06474234048908133,0.08859886231156974,-0.030848068634354093,0.12575625559910103,1.0,-0.2860681068512333,-0.16831547867380556,-0.016915042451242434
population,-0.04081537662824299,0.10460165172596032,-0.5697632298116514,0.5675004821356603,0.27907688432009925,-0.1076623189703849,0.0820921227840065,0.005611946770347005,-0.039133503869564226,-0.2860681068512333,1.0,0.36103205278115624,-0.05380055532392558
erc,0.08200158458063596,-0.047991875747407736,-0.585292110298229,0.7932596005355201,0.5303558992153997,-0.4274966367417935,0.03498901883328309,0.0290988398769006,-0.16965728209426828,-0.16831547867380556,0.36103205278115624,1.0,0.040107052696754006
PrevFireMask,0.37165501223558045,-0.00012123732468225018,0.006779614582941221,0.006543082020368033,-0.027795533164259336,0.01709539173887508,-0.030669403451766507,-0.0015401375534700007,-0.01989534519172626,-0.016915042451242434,-0.05380055532392558,0.040107052696754006,1.0
