,FireMask,elevation,th,vs,tmmn,tmmx,sph,pr,pdsi,NDVI,population,erc,PrevFireMask
FireMask,1.0,0.0290942887223974,0.0025560866865735796,-0.09686494332302766,0.02271566735501666,0.04316267849049273,0.0060770180113611785,,0.027933925942190557,0.0030225029041808914,0.05808514494354959,-0.01066070801570217,0.00464701025590962
elevation,0.0290942887223974,1.0,-0.17162693125485218,0.5424321523880636,0.2494557801882198,-0.12221266735829334,-0.32923792258729256,,-0.11183036802261376,0.1845796943944797,0.257607832557551,0.3091785202153097,-0.032955047163748516
th,0.0025560866865735796,-0.17162693125485218,1.0,-0.09477042362932202,-0.4699388336917999,-0.5287180640075878,-0.4376055390648872,,0.17839920931665573,-0.09998015131128712,0.01642720900898778,0.4050294150565997,0.06494421035780004
vs,-0.09686494332302766,0.5424321523880636,-0.09477042362932202,1.0,0.2178436275191452,-0.17420749540832403,-0.3140420732170456,,-0.2917778602422931,-0.021961083165196082,0.10077168864942143,0.3345011010849348,-0.02362097823039159
tmmn,0.02271566735501666,0.2494557801882198,-0.4699388336917999,0.2178436275191452,1.0,0.8477291591470648,0.6340782709893151,,0.5142202140212518,0.0038562468957351313,0.01634295624615811,-0.6564567756388157,-0.010199310725571776
tmmx,0.04316267849049273,-0.12221266735829334,-0.5287180640075878,-0.17420749540832403,0.8477291591470648,1.0,0.8909773639888143,,0.5451897772900833,-0.019075282560924948,-0.03893748890658959,-0.9064275171741344,0.031232088423725077
sph,0.0060770180113611785,-0.32923792258729256,-0.4376055390648872,-0.3140420732170456,0.6340782709893151,0.8909773639888143,1.0,,0.44883621422660025,-0.006481986727886392,-0.1651755111879548,-0.9745971054087779,0.056558165725761285
pr,,,,,,,,,,,,,
pdsi,0.027933925942190557,-0.11183036802261376,0.17839920931665573,-0.2917778602422931,0.5142202140212518,0.5451897772900833,0.44883621422660025,,1.0,-0.08866487316689116,-0.03352484462489435,-0.5290711137376751,0.0455215417487347
NDVI,0.0030225029041808914,0.1845796943944797,-0.09998015131128712,-0.021961083165196082,0.0038562468957351313,-0.019075282560924948,-0.006481986727886392,,-0.08866487316689116,1.0,-0.16758803983430454,0.011998915024480965,0.005249921337086635
population,0.05808514494354959,0.257607832557551,0.01642720900898778,0.10077168864942143,0.01634295624615811,-0.03893748890658959,-0.1651755111879548,,-0.03352484462489435,-0.16758803983430454,1.0,0.15537726775061286,-0.019113409759559954
erc,-0.01066070801570217,0.3091785202153097,0.4050294150565997,0.3345011010849348,-0.6564567756388157,-0.9064275171741344,-0.9745971054087779,,-0.5290711137376751,0.011998915024480965,0.15537726775061286,1.0,-0.06556844613358856
PrevFireMask,0.00464701025590962,-0.032955047163748516,0.06494421035780004,-0.02362097823039159,-0.010199310725571776,0.031232088423725077,0.056558165725761285,,0.0455215417487347,0.005249921337086635,-0.019113409759559954,-0.06556844613358856,1.0
