,FireMask,elevation,th,vs,tmmn,tmmx,sph,pr,pdsi,NDVI,population,erc,PrevFireMask
FireMask,1.0,0.1846751587464059,0.14139828052098946,0.1230522334459784,0.0035344942046781676,-0.062394075990353355,-0.09948988816941587,,-0.14610476849250137,0.14177852633439864,-0.05521930094962462,0.07688664117728058,0.611780987269013
elevation,0.1846751587464059,1.0,0.33772510043338827,0.3964605042738934,0.48852856624827456,-0.6642467323297033,0.13016951094245588,,-0.4491544259050415,0.544735844207805,-0.3299507633791587,0.13373440072044507,0.15850575441220818
th,0.14139828052098946,0.33772510043338827,1.0,0.8397514455568816,0.45648801934967326,-0.6157005652139447,0.11483502661396561,,-0.21698990584344138,0.3496562762626502,-0.27829219115758025,0.1461247238692336,0.10580136664519646
vs,0.1230522334459784,0.3964605042738934,0.8397514455568816,1.0,0.6515409935308001,-0.7626118770407023,-0.02445644979540627,,-0.4682684889392312,0.4119189312286847,-0.345755861351361,0.359753850002005,0.09276848239971021
tmmn,0.0035344942046781676,0.48852856624827456,0.45648801934967326,0.6515409935308001,1.0,-0.6497102584313375,0.1926778872598217,,-0.426469591181656,0.32642300604797025,-0.34424135623141894,0.5311697463034216,-0.0026882005558841473
tmmx,-0.062394075990353355,-0.6642467323297033,-0.6157005652139447,-0.7626118770407023,-0.6497102584313375,1.0,-0.10524646294391779,,0.45702800479826494,-0.41213197044543404,0.4207929739517922,-0.2260737495774288,-0.06331936676049146
sph,-0.09948988816941587,0.13016951094245588,0.11483502661396561,-0.02445644979540627,0.1926778872598217,-0.10524646294391779,1.0,,0.5746948895767956,-0.4370629852027254,-0.3835209937402422,-0.6684165861212108,-0.08130887271275897
pr,,,,,,,,,,,,,
pdsi,-0.14610476849250137,-0.4491544259050415,-0.21698990584344138,-0.4682684889392312,-0.426469591181656,0.45702800479826494,0.5746948895767956,,1.0,-0.7035150556206853,0.002224927427541157,-0.7431905543973337,-0.11498627604228501
NDVI,0.14177852633439864,0.544735844207805,0.3496562762626502,0.4119189312286847,0.32642300604797025,-0.41213197044543404,-0.4370629852027254,,-0.7035150556206853,1.0,0.07218612153926249,0.5416020969534923,0.13526037230216692
population,-0.05521930094962462,-0.3299507633791587,-0.27829219115758025,-0.345755861351361,-0.34424135623141894,0.4207929739517922,-0.3835209937402422,,0.002224927427541157,0.07218612153926249,1.0,0.1302311365854722,-0.015351112123518513
erc,0.07688664117728058,0.13373440072044507,0.1461247238692336,0.359753850002005,0.5311697463034216,-0.2260737495774288,-0.6684165861212108,,-0.7431905543973337,0.5416020969534923,0.1302311365854722,1.0,0.05511573545812872
PrevFireMask,0.611780987269013,0.15850575441220818,0.10580136664519646,0.09276848239971021,-0.0026882005558841473,-0.06331936676049146,-0.08130887271275897,,-0.11498627604228501,0.13526037230216692,-0.015351112123518513,0.05511573545812872,1.0
