,FireMask,elevation,th,vs,tmmn,tmmx,sph,pr,pdsi,NDVI,population,erc,PrevFireMask
FireMask,1.0,0.07816955168448946,-0.06183686934275839,-0.02059726766703812,-0.07882001421229483,-0.10907421058063727,-0.07444564191493284,,-0.06644539039154727,0.03438168937181168,-0.06587245425753924,-0.12560669191874577,0.2495583584215861
elevation,0.07816955168448946,1.0,0.08387154717670402,-0.6062275922906014,-0.3301578620440617,-0.8744145200408197,-0.08675133961739806,,-0.4734367824170931,0.4836570199121977,-0.16949451829675952,-0.6391969421778497,0.058091759675889774
th,-0.06183686934275839,0.08387154717670402,1.0,-0.5005576205484116,0.3626871052328762,-0.10499031444398256,0.08908431151402883,,-0.016636170950963296,0.1524708571111998,-0.1379549466170742,0.18466051492995983,-0.05933200884809007
vs,-0.02059726766703812,-0.6062275922906014,-0.5005576205484116,1.0,0.266870232932412,0.6839107239791832,0.01019501316393557,,0.5714464391650588,-0.16739099198178442,0.1432049397800082,0.5118729753078118,-0.010988264476174401
tmmn,-0.07882001421229483,-0.3301578620440617,0.3626871052328762,0.266870232932412,1.0,0.25736028624331075,-0.3227376967020138,,0.2621510613527439,0.31356234358048146,-0.01364360506733469,0.5806244196218454,-0.07315193129960934
tmmx,-0.10907421058063727,-0.8744145200408197,-0.10499031444398256,0.6839107239791832,0.25736028624331075,1.0,0.19516308704630392,,0.5475900852334963,-0.4496124152925824,0.15202847006527723,0.7277716202283264,-0.08114917058268922
sph,-0.07444564191493284,-0.08675133961739806,0.08908431151402883,0.01019501316393557,-0.3227376967020138,0.19516308704630392,1.0,,0.4503913536930876,-0.30007319848776676,-0.2054766456863852,-0.010641311905608408,-0.05431078193327647
pr,,,,,,,,,,,,,
pdsi,-0.06644539039154727,-0.4734367824170931,-0.016636170950963296,0.5714464391650588,0.2621510613527439,0.5475900852334963,0.4503913536930876,,1.0,-0.06247945688366627,-0.08481947001391232,0.359654418726819,-0.049254909945601145
NDVI,0.03438168937181168,0.4836570199121977,0.1524708571111998,-0.16739099198178442,0.31356234358048146,-0.4496124152925824,-0.30007319848776676,,-0.06247945688366627,1.0,0.01414325551144873,-0.21248753110248267,0.02511999689945976
population,-0.06587245425753924,-0.16949451829675952,-0.1379549466170742,0.1432049397800082,-0.01364360506733469,0.15202847006527723,-0.2054766456863852,,-0.08481947001391232,0.01414325551144873,1.0,0.12318543130470495,-0.07248928064069501
erc,-0.12560669191874577,-0.6391969421778497,0.18466051492995983,0.5118729753078118,0.5806244196218454,0.7277716202283264,-0.010641311905608408,,0.359654418726819,-0.21248753110248267,0.12318543130470495,1.0,-0.11306537278393683
PrevFireMask,0.2495583584215861,0.058091759675889774,-0.05933200884809007,-0.010988264476174401,-0.07315193129960934,-0.08114917058268922,-0.05431078193327647,,-0.049254909945601145,0.02511999689945976,-0.07248928064069501,-0.11306537278393683,1.0
