,FireMask,elevation,th,vs,tmmn,tmmx,sph,pr,pdsi,NDVI,population,erc,PrevFireMask
FireMask,1.0,0.07192192064203841,-0.03499662908221004,-0.10027268600652049,-0.1046677768148368,-0.15678084692922195,0.04098809248564026,0.15732744050811126,0.06401192399087605,-0.04459108067025846,-0.09571677657973073,-0.06413752696844337,0.2618024736013352
elevation,0.07192192064203841,1.0,0.041410370817218184,-0.4592088958421979,-0.5043139338467785,-0.6311760516590849,-0.42751983650898767,0.1802298968045734,0.6652982873555896,0.0656051644294885,-0.7313496636353775,-0.06350369160084132,0.08249101643338685
th,-0.03499662908221004,0.041410370817218184,1.0,-0.12466622743331898,-0.03868174599886764,-0.03331457098469216,0.09464329192877444,-0.11589743414278197,0.03567973474024131,0.2552027968584319,0.08224926901321032,-0.20899893228818195,0.005964429490401277
vs,-0.10027268600652049,-0.4592088958421979,-0.12466622743331898,1.0,-0.1540451801616262,0.20391791932360198,0.5063336682298645,-0.0781096230809294,-0.29049458505108133,0.02241610315727708,0.27420473351645386,-0.38042783308001654,-0.07854471763098697
tmmn,-0.1046677768148368,-0.5043139338467785,-0.03868174599886764,-0.1540451801616262,1.0,0.5596788757296931,-0.33204232893589425,-0.01177277372938499,-0.5233898545595067,-0.06810101122543934,0.4208152599835445,0.5848163913994694,-0.08590718307348615
tmmx,-0.15678084692922195,-0.6311760516590849,-0.03331457098469216,0.20391791932360198,0.5596788757296931,1.0,-0.05653187616186735,-0.23150522512197,-0.5609325026976261,-0.20242444027852913,0.38393651423030933,0.5914305917285486,-0.1021075453617145
sph,0.04098809248564026,-0.42751983650898767,0.09464329192877444,0.5063336682298645,-0.33204232893589425,-0.05653187616186735,1.0,-0.14396903804742378,-0.08171332868985329,0.2575487084872337,0.43438960806986326,-0.7397406470997783,0.0586038507141582
pr,0.15732744050811126,0.1802298968045734,-0.11589743414278197,-0.0781096230809294,-0.01177277372938499,-0.23150522512197,-0.14396903804742378,1.0,-0.04465814949280862,-0.06382046234449781,-0.08969155915979245,-0.03564234564342833,0.12173783303526976
pdsi,0.06401192399087605,0.6652982873555896,0.03567973474024131,-0.29049458505108133,-0.5233898545595067,-0.5609325026976261,-0.08171332868985329,-0.04465814949280862,1.0,0.35921748634136247,-0.4807004978859037,-0.18862436331735802,0.08814972200953751
NDVI,-0.04459108067025846,0.0656051644294885,0.2552027968584319,0.02241610315727708,-0.06810101122543934,-0.20242444027852913,0.2575487084872337,-0.06382046234449781,0.35921748634136247,1.0,0.19489302284094065,-0.3409908787336035,-0.010951117422887376
population,-0.09571677657973073,-0.7313496636353775,0.08224926901321032,0.27420473351645386,0.4208152599835445,0.38393651423030933,0.43438960806986326,-0.08969155915979245,-0.4807004978859037,0.19489302284094065,1.0,-0.08781296621864138,-0.0441202579015871
erc,-0.06413752696844337,-0.06350369160084132,-0.20899893228818195,-0.38042783308001654,0.5848163913994694,0.5914305917285486,-0.7397406470997783,-0.03564234564342833,-0.18862436331735802,-0.3409908787336035,-0.08781296621864138,1.0,-0.06651592900847995
PrevFireMask,0.2618024736013352,0.08249101643338685,0.005964429490401277,-0.07854471763098697,-0.08590718307348615,-0.1021075453617145,0.0586038507141582,0.12173783303526976,0.08814972200953751,-0.010951117422887376,-0.0441202579015871,-0.06651592900847995,1.0
