,FireMask,elevation,th,vs,tmmn,tmmx,sph,pr,pdsi,NDVI,population,erc,PrevFireMask
FireMask,1.0,-0.17640079481655552,0.1543569336756575,-0.10457762102173909,0.10907445181087182,0.12105742348683854,0.11361650464418699,0.08604242586593419,0.18248476271629618,0.1515587537067679,0.06600586920579939,0.018757516763540524,0.3893833585541436
elevation,-0.17640079481655552,1.0,-0.19490906920894138,0.7499544083078055,-0.7023749806746156,-0.8385895201883007,-0.7612034021356863,-0.5067019175913776,-0.8317563532590962,0.13839072318001405,-0.12566888441081353,0.04452034706255951,-0.3589315259860147
th,0.1543569336756575,-0.19490906920894138,1.0,-0.09337005037996988,0.3284785879685836,0.22477917852232046,0.08898086651174272,-0.17356080382353042,0.28324848966997174,0.1441529053882875,-0.14083633179123445,0.500061641261783,0.2805094198174282
vs,-0.10457762102173909,0.7499544083078055,-0.09337005037996988,1.0,-0.6711551960054551,-0.8345357560097894,-0.8124009829348077,-0.6493979780305393,-0.6713882357884897,0.25671761519489206,-0.035350803180599286,0.16545072569944008,-0.20664099934478916
tmmn,0.10907445181087182,-0.7023749806746156,0.3284785879685836,-0.6711551960054551,1.0,0.7646846425729652,0.7685052677833785,0.6200769581659227,0.5377533408297852,-0.17645147322015445,-0.055936306503875585,0.06197892817078821,0.27401352061608375
tmmx,0.12105742348683854,-0.8385895201883007,0.22477917852232046,-0.8345357560097894,0.7646846425729652,1.0,0.8822212391690801,0.5569655627947979,0.7523608011552491,-0.18765565119681782,0.042092855722548256,-0.01578744063462904,0.27810662057661883
sph,0.11361650464418699,-0.7612034021356863,0.08898086651174272,-0.8124009829348077,0.7685052677833785,0.8822212391690801,1.0,0.7961751603914168,0.5605614940983159,-0.1679798038552981,-0.09838896231481631,-0.33012073266024083,0.24455701847971203
pr,0.08604242586593419,-0.5067019175913776,-0.17356080382353042,-0.6493979780305393,0.6200769581659227,0.5569655627947979,0.7961751603914168,1.0,0.2052648402951393,-0.19003858627044454,-0.06765483988359451,-0.6484666237950367,0.11764669517677585
pdsi,0.18248476271629618,-0.8317563532590962,0.28324848966997174,-0.6713882357884897,0.5377533408297852,0.7523608011552491,0.5605614940983159,0.2052648402951393,1.0,-0.048713429577448154,0.20836552092230504,0.2575466336566252,0.3331780667902863
NDVI,0.1515587537067679,0.13839072318001405,0.1441529053882875,0.25671761519489206,-0.17645147322015445,-0.18765565119681782,-0.1679798038552981,-0.19003858627044454,-0.048713429577448154,1.0,-0.025096265715373548,0.08263262850597904,0.3621815406501881
population,0.06600586920579939,-0.12566888441081353,-0.14083633179123445,-0.035350803180599286,-0.055936306503875585,0.042092855722548256,-0.09838896231481631,-0.06765483988359451,0.20836552092230504,-0.025096265715373548,1.0,0.0612944167407278,-0.011337822508050504
erc,0.018757516763540524,0.04452034706255951,0.500061641261783,0.16545072569944008,0.06197892817078821,-0.01578744063462904,-0.33012073266024083,-0.6484666237950367,0.2575466336566252,0.08263262850597904,0.0612944167407278,1.0,0.08863223287193649
PrevFireMask,0.3893833585541436,-0.3589315259860147,0.2805094198174282,-0.20664099934478916,0.27401352061608375,0.27810662057661883,0.24455701847971203,0.11764669517677585,0.3331780667902863,0.3621815406501881,-0.011337822508050504,0.08863223287193649,1.0
