,FireMask,elevation,th,vs,tmmn,tmmx,sph,pr,pdsi,NDVI,population,erc,PrevFireMask
FireMask,1.0,0.2532253533848481,-0.10755275366107216,-0.23939366950765628,0.03512550464225463,-0.2735248772982963,-0.21761815372357401,,0.31553811620313643,0.1959123046059191,-0.2265469247711879,0.18436503894553719,0.4643756131219493
elevation,0.2532253533848481,1.0,0.23921091297966784,-0.01059428221924417,-0.20125871410676335,-0.8557678224244621,-0.17846963458648757,,0.7997155091894607,0.26697305828201184,-0.751700381351187,0.034248314595364635,0.23099000509232018
th,-0.10755275366107216,0.23921091297966784,1.0,0.8957458766404343,0.07388371642917362,-0.02119605638115877,0.4437662911026334,,0.10815622706437215,0.35161491176531984,-0.20028145164258038,-0.24947973584994942,-0.05971593166898652
vs,-0.23939366950765628,-0.01059428221924417,0.8957458766404343,1.0,0.1945811703683807,0.2160399693043668,0.41120152572328017,,-0.11700767377063247,0.19459085195997763,0.060349407310632604,-0.1888895128619546,-0.19119719446939362
tmmn,0.03512550464225463,-0.20125871410676335,0.07388371642917362,0.1945811703683807,1.0,0.21029328310123382,-0.2997530250590007,,0.059973768714436056,0.07267117618707071,0.18869813556412898,0.7069100425253847,0.03473409336012783
tmmx,-0.2735248772982963,-0.8557678224244621,-0.02119605638115877,0.2160399693043668,0.21029328310123382,1.0,0.2871298593278624,,-0.8145846522215132,-0.22688083058493158,0.7240224340798385,-0.09941516304252225,-0.23308566759366858
sph,-0.21761815372357401,-0.17846963458648757,0.4437662911026334,0.41120152572328017,-0.2997530250590007,0.2871298593278624,1.0,,-0.2932336570224253,0.09707189023977376,0.14768489669690849,-0.7886797480128968,-0.18159038768908267
pr,,,,,,,,,,,,,
pdsi,0.31553811620313643,0.7997155091894607,0.10815622706437215,-0.11700767377063247,0.059973768714436056,-0.8145846522215132,-0.2932336570224253,,1.0,0.22090137709589183,-0.7092448244538648,0.2571438165240765,0.2693166829550315
NDVI,0.1959123046059191,0.26697305828201184,0.35161491176531984,0.19459085195997763,0.07267117618707071,-0.22688083058493158,0.09707189023977376,,0.22090137709589183,1.0,-0.2143016345299923,-0.056589503894685624,0.1561106374405623
population,-0.2265469247711879,-0.751700381351187,-0.20028145164258038,0.060349407310632604,0.18869813556412898,0.7240224340798385,0.14768489669690849,,-0.7092448244538648,-0.2143016345299923,1.0,-0.05398040426091612,-0.20521760110848514
erc,0.18436503894553719,0.034248314595364635,-0.24947973584994942,-0.1888895128619546,0.7069100425253847,-0.09941516304252225,-0.7886797480128968,,0.2571438165240765,-0.056589503894685624,-0.05398040426091612,1.0,0.16234985855562845
PrevFireMask,0.4643756131219493,0.23099000509232018,-0.05971593166898652,-0.19119719446939362,0.03473409336012783,-0.23308566759366858,-0.18159038768908267,,0.2693166829550315,0.1561106374405623,-0.20521760110848514,0.16234985855562845,1.0
